antecedents,consequent,support,confidence,zhangs_metric,rule_coverage
"['flow_Link_13__flow_Link_13__(237.6, 277.2]', 'flow_Link_11__flow_Link_11__(406.8, 464.4]']",class__0.0,0.066,1.0,0.471,0.066
"['flow_Link_13__flow_Link_13__(237.6, 277.2]', 'flow_Link_11__flow_Link_11__(464.4, 522.0]']",class__0.0,0.075,1.0,0.476,0.075
"['flow_Link_13__flow_Link_13__(237.6, 277.2]', 'flow_Link_11__flow_Link_11__(522.0, 2980.8]']",class__0.0,0.007,1.0,0.443,0.007
"['flow_Link_13__flow_Link_13__(277.2, 356.4]', 'flow_Link_11__flow_Link_11__(280.8, 406.8]']",class__0.0,0.0,0.0,-1.0,0.038
"['flow_Link_13__flow_Link_13__(277.2, 356.4]', 'flow_Link_11__flow_Link_11__(406.8, 464.4]']",class__0.0,0.002,0.041,-0.931,0.056
"['flow_Link_13__flow_Link_13__(277.2, 356.4]', 'flow_Link_11__flow_Link_11__(464.4, 522.0]']",class__0.0,0.034,0.585,0.044,0.057
"['flow_Link_13__flow_Link_13__(277.2, 356.4]', 'flow_Link_11__flow_Link_11__(522.0, 2980.8]']",class__0.0,0.049,0.972,0.446,0.05
"['flow_Link_13__flow_Link_13__(-226.80100000000002, 187.2]', 'demand_Node_3__demand_Node_3__(158.4, 230.4]']",class__0.0,0.054,0.915,0.412,0.059
"['flow_Link_13__flow_Link_13__(-226.80100000000002, 187.2]', 'demand_Node_3__demand_Node_3__(230.4, 262.8]']",class__0.0,0.0,0.018,-0.969,0.005
"['flow_Link_13__flow_Link_13__(-226.80100000000002, 187.2]', 'demand_Node_3__demand_Node_3__(262.8, 295.2]']",class__0.0,0.0,0.0,-1.0,0.002
"['flow_Link_13__flow_Link_13__(187.2, 237.6]', 'demand_Node_3__demand_Node_3__(158.4, 230.4]']",class__0.0,0.073,0.955,0.447,0.076
"['flow_Link_13__flow_Link_13__(187.2, 237.6]', 'demand_Node_3__demand_Node_3__(230.4, 262.8]']",class__0.0,0.065,1.0,0.47,0.065
"['flow_Link_13__flow_Link_13__(187.2, 237.6]', 'demand_Node_3__demand_Node_3__(262.8, 295.2]']",class__0.0,0.007,1.0,0.443,0.007
"['flow_Link_13__flow_Link_13__(237.6, 277.2]', 'demand_Node_3__demand_Node_3__(158.4, 230.4]']",class__0.0,0.002,0.081,-0.859,0.03
"['flow_Link_13__flow_Link_13__(237.6, 277.2]', 'demand_Node_3__demand_Node_3__(230.4, 262.8]']",class__0.0,0.06,1.0,0.468,0.06
"['flow_Link_13__flow_Link_13__(237.6, 277.2]', 'demand_Node_3__demand_Node_3__(262.8, 295.2]']",class__0.0,0.077,1.0,0.476,0.077
"['flow_Link_13__flow_Link_13__(277.2, 356.4]', 'demand_Node_3__demand_Node_3__(158.4, 230.4]']",class__0.0,0.0,0.0,-1.0,0.04
"['flow_Link_13__flow_Link_13__(277.2, 356.4]', 'demand_Node_3__demand_Node_3__(230.4, 262.8]']",class__0.0,0.002,0.03,-0.95,0.055
"['flow_Link_13__flow_Link_13__(277.2, 356.4]', 'demand_Node_3__demand_Node_3__(262.8, 295.2]']",class__0.0,0.028,0.57,0.019,0.05
"['flow_Link_13__flow_Link_13__(-226.80100000000002, 187.2]', 'demand_Node_22__demand_Node_22__(118.8, 136.8]']",class__0.0,0.0,0.0,-1.0,0.005
"['flow_Link_13__flow_Link_13__(-226.80100000000002, 187.2]', 'demand_Node_22__demand_Node_22__(136.8, 151.2]']",class__0.0,0.0,0.0,-1.0,0.001
"['flow_Link_13__flow_Link_13__(-226.80100000000002, 187.2]', 'demand_Node_22__demand_Node_22__(82.8, 118.8]']",class__0.0,0.049,0.909,0.406,0.054
"['flow_Link_13__flow_Link_13__(187.2, 237.6]', 'demand_Node_22__demand_Node_22__(118.8, 136.8]']",class__0.0,0.059,1.0,0.468,0.059
"['flow_Link_13__flow_Link_13__(187.2, 237.6]', 'demand_Node_22__demand_Node_22__(136.8, 151.2]']",class__0.0,0.003,1.0,0.441,0.003
"['flow_Link_13__flow_Link_13__(187.2, 237.6]', 'demand_Node_22__demand_Node_22__(82.8, 118.8]']",class__0.0,0.082,0.962,0.457,0.085
"['flow_Link_13__flow_Link_13__(237.6, 277.2]', 'demand_Node_22__demand_Node_22__(118.8, 136.8]']",class__0.0,0.075,1.0,0.475,0.075
"['flow_Link_13__flow_Link_13__(237.6, 277.2]', 'demand_Node_22__demand_Node_22__(136.8, 151.2]']",class__0.0,0.062,1.0,0.469,0.062
"['flow_Link_13__flow_Link_13__(237.6, 277.2]', 'demand_Node_22__demand_Node_22__(82.8, 118.8]']",class__0.0,0.005,0.138,-0.76,0.033
"['flow_Link_13__flow_Link_13__(277.2, 356.4]', 'demand_Node_22__demand_Node_22__(118.8, 136.8]']",class__0.0,0.004,0.064,-0.892,0.058
"['flow_Link_13__flow_Link_13__(277.2, 356.4]', 'demand_Node_22__demand_Node_22__(136.8, 151.2]']",class__0.0,0.027,0.569,0.017,0.048
"['flow_Link_13__flow_Link_13__(277.2, 356.4]', 'demand_Node_22__demand_Node_22__(82.8, 118.8]']",class__0.0,0.0,0.0,-1.0,0.039
"['flow_Link_13__flow_Link_13__(-226.80100000000002, 187.2]', 'flow_Link_2__flow_Link_2__(4626.0, 5634.0]']",class__0.0,0.002,0.469,-0.164,0.005
"['flow_Link_13__flow_Link_13__(-226.80100000000002, 187.2]', 'flow_Link_2__flow_Link_2__(6537.6, 7923.6]']",class__0.0,0.0,0.0,-1.0,0.005
"['flow_Link_13__flow_Link_13__(187.2, 237.6]', 'flow_Link_2__flow_Link_2__(4626.0, 5634.0]']",class__0.0,0.123,0.681,0.217,0.181
"['flow_Link_13__flow_Link_13__(187.2, 237.6]', 'flow_Link_2__flow_Link_2__(5634.0, 6537.6]']",class__0.0,0.018,1.0,0.448,0.018
"['flow_Link_13__flow_Link_13__(237.6, 277.2]', 'flow_Link_2__flow_Link_2__(4626.0, 5634.0]']",class__0.0,0.009,0.512,-0.088,0.017
"['flow_Link_13__flow_Link_13__(237.6, 277.2]', 'flow_Link_2__flow_Link_2__(5634.0, 6537.6]']",class__0.0,0.132,0.841,0.395,0.156
"['flow_Link_13__flow_Link_13__(237.6, 277.2]', 'flow_Link_2__flow_Link_2__(6537.6, 7923.6]']",class__0.0,0.011,1.0,0.444,0.011
"['flow_Link_13__flow_Link_13__(277.2, 356.4]', 'flow_Link_2__flow_Link_2__(5634.0, 6537.6]']",class__0.0,0.008,0.409,-0.275,0.021
"['flow_Link_13__flow_Link_13__(277.2, 356.4]', 'flow_Link_2__flow_Link_2__(6537.6, 7923.6]']",class__0.0,0.073,0.425,-0.278,0.171
"['flow_Link_13__flow_Link_13__(-226.80100000000002, 187.2]', 'demand_Node_18__demand_Node_18__(255.6, 385.2]']",class__0.0,0.054,0.925,0.419,0.059
"['flow_Link_13__flow_Link_13__(-226.80100000000002, 187.2]', 'demand_Node_18__demand_Node_18__(385.2, 446.4]']",class__0.0,0.0,0.0,-1.0,0.004
"['flow_Link_13__flow_Link_13__(-226.80100000000002, 187.2]', 'demand_Node_18__demand_Node_18__(446.4, 507.6]']",class__0.0,0.0,0.0,-1.0,0.003
"['flow_Link_13__flow_Link_13__(187.2, 237.6]', 'demand_Node_18__demand_Node_18__(255.6, 385.2]']",class__0.0,0.072,0.944,0.44,0.076
"['flow_Link_13__flow_Link_13__(187.2, 237.6]', 'demand_Node_18__demand_Node_18__(385.2, 446.4]']",class__0.0,0.07,1.0,0.473,0.07
"['flow_Link_13__flow_Link_13__(187.2, 237.6]', 'demand_Node_18__demand_Node_18__(446.4, 507.6]']",class__0.0,0.004,1.0,0.441,0.004
"['flow_Link_13__flow_Link_13__(237.6, 277.2]', 'demand_Node_18__demand_Node_18__(255.6, 385.2]']",class__0.0,0.002,0.063,-0.891,0.032
"['flow_Link_13__flow_Link_13__(237.6, 277.2]', 'demand_Node_18__demand_Node_18__(385.2, 446.4]']",class__0.0,0.062,1.0,0.469,0.062
"['flow_Link_13__flow_Link_13__(237.6, 277.2]', 'demand_Node_18__demand_Node_18__(446.4, 507.6]']",class__0.0,0.079,1.0,0.477,0.079
"['flow_Link_13__flow_Link_13__(277.2, 356.4]', 'demand_Node_18__demand_Node_18__(255.6, 385.2]']",class__0.0,0.0,0.0,-1.0,0.038
"['flow_Link_13__flow_Link_13__(277.2, 356.4]', 'demand_Node_18__demand_Node_18__(385.2, 446.4]']",class__0.0,0.001,0.016,-0.973,0.057
"['flow_Link_13__flow_Link_13__(277.2, 356.4]', 'demand_Node_18__demand_Node_18__(446.4, 507.6]']",class__0.0,0.026,0.547,-0.025,0.048
"['flow_Link_13__flow_Link_13__(-226.80100000000002, 187.2]', 'pressure_Node_3__pressure_Node_3__(65.474, 66.827]']",class__0.0,0.0,0.0,-1.0,0.005
"['flow_Link_13__flow_Link_13__(-226.80100000000002, 187.2]', 'pressure_Node_3__pressure_Node_3__(67.591, 68.328]']",class__0.0,0.003,0.477,-0.149,0.005
"['flow_Link_13__flow_Link_13__(187.2, 237.6]', 'pressure_Node_3__pressure_Node_3__(66.827, 67.591]']",class__0.0,0.019,1.0,0.448,0.019
"['flow_Link_13__flow_Link_13__(187.2, 237.6]', 'pressure_Node_3__pressure_Node_3__(67.591, 68.328]']",class__0.0,0.123,0.682,0.217,0.18
"['flow_Link_13__flow_Link_13__(237.6, 277.2]', 'pressure_Node_3__pressure_Node_3__(65.474, 66.827]']",class__0.0,0.011,1.0,0.444,0.011
"['flow_Link_13__flow_Link_13__(237.6, 277.2]', 'pressure_Node_3__pressure_Node_3__(66.827, 67.591]']",class__0.0,0.132,0.841,0.395,0.156
"['flow_Link_13__flow_Link_13__(237.6, 277.2]', 'pressure_Node_3__pressure_Node_3__(67.591, 68.328]']",class__0.0,0.009,0.51,-0.092,0.017
"['flow_Link_13__flow_Link_13__(277.2, 356.4]', 'pressure_Node_3__pressure_Node_3__(65.474, 66.827]']",class__0.0,0.073,0.425,-0.278,0.171
"['flow_Link_13__flow_Link_13__(277.2, 356.4]', 'pressure_Node_3__pressure_Node_3__(66.827, 67.591]']",class__0.0,0.008,0.411,-0.27,0.021
"['flow_Link_13__flow_Link_13__(-226.80100000000002, 187.2]', 'flow_Link_29__flow_Link_29__(205.2, 262.8]']",class__0.0,0.0,0.024,-0.957,0.007
"['flow_Link_13__flow_Link_13__(-226.80100000000002, 187.2]', 'flow_Link_29__flow_Link_29__(262.8, 1414.8]']",class__0.0,0.0,0.0,-1.0,0.004
"['flow_Link_13__flow_Link_13__(-226.80100000000002, 187.2]', 'flow_Link_29__flow_Link_29__(79.199, 205.2]']",class__0.0,0.177,0.972,0.518,0.182
"['flow_Link_13__flow_Link_13__(187.2, 237.6]', 'flow_Link_29__flow_Link_29__(1414.8, 1450.8]']",class__0.0,0.0,0.0,0.0,0.0
"['flow_Link_13__flow_Link_13__(187.2, 237.6]', 'flow_Link_29__flow_Link_29__(1450.8, 1483.2]']",class__1.0,0.069,1.0,0.602,0.069
"['flow_Link_13__flow_Link_13__(187.2, 237.6]', 'flow_Link_29__flow_Link_29__(205.2, 262.8]']",class__0.0,0.124,1.0,0.502,0.124
"['flow_Link_13__flow_Link_13__(187.2, 237.6]', 'flow_Link_29__flow_Link_29__(262.8, 1414.8]']",class__0.0,0.0,0.0,0.0,0.0
"['flow_Link_13__flow_Link_13__(237.6, 277.2]', 'flow_Link_29__flow_Link_29__(205.2, 262.8]']",class__0.0,0.079,1.0,0.477,0.079
"['flow_Link_13__flow_Link_13__(237.6, 277.2]', 'flow_Link_29__flow_Link_29__(262.8, 1414.8]']",class__0.0,0.072,1.0,0.474,0.072
"['flow_Link_13__flow_Link_13__(277.2, 356.4]', 'flow_Link_29__flow_Link_29__(1414.8, 1450.8]']",class__1.0,0.054,1.0,0.592,0.054
"['flow_Link_13__flow_Link_13__(277.2, 356.4]', 'flow_Link_29__flow_Link_29__(1450.8, 1483.2]']",class__1.0,0.063,1.0,0.598,0.063
"['flow_Link_13__flow_Link_13__(277.2, 356.4]', 'flow_Link_29__flow_Link_29__(262.8, 1414.8]']",class__0.0,0.085,1.0,0.48,0.085
"['flow_Link_13__flow_Link_13__(-226.80100000000002, 187.2]', 'flow_Link_30__flow_Link_30__(-248.4, 126.0]']",class__0.0,0.171,0.975,0.516,0.176
"['flow_Link_13__flow_Link_13__(-226.80100000000002, 187.2]', 'flow_Link_30__flow_Link_30__(126.0, 172.8]']",class__0.0,0.006,0.59,0.05,0.01
"['flow_Link_13__flow_Link_13__(-226.80100000000002, 187.2]', 'flow_Link_30__flow_Link_30__(172.8, 262.8]']",class__0.0,0.0,0.0,-1.0,0.008
"['flow_Link_13__flow_Link_13__(187.2, 237.6]', 'flow_Link_30__flow_Link_30__(-442.801, -324.0]']",class__1.0,0.069,1.0,0.602,0.069
"['flow_Link_13__flow_Link_13__(187.2, 237.6]', 'flow_Link_30__flow_Link_30__(126.0, 172.8]']",class__0.0,0.142,1.0,0.512,0.142
"['flow_Link_13__flow_Link_13__(237.6, 277.2]', 'flow_Link_30__flow_Link_30__(126.0, 172.8]']",class__0.0,0.049,1.0,0.463,0.049
"['flow_Link_13__flow_Link_13__(237.6, 277.2]', 'flow_Link_30__flow_Link_30__(172.8, 262.8]']",class__0.0,0.101,1.0,0.489,0.101
"['flow_Link_13__flow_Link_13__(277.2, 356.4]', 'flow_Link_30__flow_Link_30__(-324.0, -248.4]']",class__1.0,0.023,1.0,0.573,0.023
"['flow_Link_13__flow_Link_13__(277.2, 356.4]', 'flow_Link_30__flow_Link_30__(-442.801, -324.0]']",class__1.0,0.094,1.0,0.618,0.094
"['flow_Link_13__flow_Link_13__(277.2, 356.4]', 'flow_Link_30__flow_Link_30__(172.8, 262.8]']",class__0.0,0.085,1.0,0.48,0.085
"['flow_Link_13__flow_Link_13__(-226.80100000000002, 187.2]', 'flow_Link_32__flow_Link_32__(-39.6, 3.6]']",class__0.0,0.165,0.916,0.473,0.18
"['flow_Link_13__flow_Link_13__(-226.80100000000002, 187.2]', 'flow_Link_32__flow_Link_32__(-522.0, -54.0]']",class__0.0,0.0,0.0,-1.0,0.007
"['flow_Link_13__flow_Link_13__(-226.80100000000002, 187.2]', 'flow_Link_32__flow_Link_32__(-54.0, -39.6]']",class__0.0,0.012,0.943,0.411,0.013
"['flow_Link_13__flow_Link_13__(-226.80100000000002, 187.2]', 'flow_Link_32__flow_Link_32__(-579.601, -547.2]']",class__1.0,0.0,0.0,0.0,0.0
"['flow_Link_13__flow_Link_13__(187.2, 237.6]', 'flow_Link_32__flow_Link_32__(-39.6, 3.6]']",class__0.0,0.018,1.0,0.448,0.018
"['flow_Link_13__flow_Link_13__(187.2, 237.6]', 'flow_Link_32__flow_Link_32__(-522.0, -54.0]']",class__0.0,0.018,0.77,0.279,0.024
"['flow_Link_13__flow_Link_13__(187.2, 237.6]', 'flow_Link_32__flow_Link_32__(-54.0, -39.6]']",class__0.0,0.109,1.0,0.494,0.109
"['flow_Link_13__flow_Link_13__(187.2, 237.6]', 'flow_Link_32__flow_Link_32__(-547.2, -522.0]']",class__0.0,0.0,0.0,-1.0,0.063
"['flow_Link_13__flow_Link_13__(187.2, 237.6]', 'flow_Link_32__flow_Link_32__(-579.601, -547.2]']",class__0.0,0.0,0.0,0.0,0.0
"['flow_Link_13__flow_Link_13__(237.6, 277.2]', 'flow_Link_32__flow_Link_32__(-522.0, -54.0]']",class__0.0,0.088,1.0,0.482,0.088
"['flow_Link_13__flow_Link_13__(237.6, 277.2]', 'flow_Link_32__flow_Link_32__(-54.0, -39.6]']",class__0.0,0.061,1.0,0.469,0.061
"['flow_Link_13__flow_Link_13__(237.6, 277.2]', 'flow_Link_32__flow_Link_32__(-547.2, -522.0]']",class__1.0,0.033,1.0,0.579,0.033
"['flow_Link_13__flow_Link_13__(237.6, 277.2]', 'flow_Link_32__flow_Link_32__(-579.601, -547.2]']",class__1.0,0.0,1.0,0.561,0.0
"['flow_Link_13__flow_Link_13__(277.2, 356.4]', 'flow_Link_32__flow_Link_32__(-522.0, -54.0]']",class__0.0,0.076,1.0,0.476,0.076
"['flow_Link_13__flow_Link_13__(277.2, 356.4]', 'flow_Link_32__flow_Link_32__(-54.0, -39.6]']",class__0.0,0.009,1.0,0.444,0.009
"['flow_Link_13__flow_Link_13__(277.2, 356.4]', 'flow_Link_32__flow_Link_32__(-547.2, -522.0]']",class__1.0,0.052,1.0,0.591,0.052
"['flow_Link_13__flow_Link_13__(277.2, 356.4]', 'flow_Link_32__flow_Link_32__(-579.601, -547.2]']",class__1.0,0.065,1.0,0.599,0.065
"['flow_Link_13__flow_Link_13__(-226.80100000000002, 187.2]', 'pressure_Node_10__pressure_Node_10__(48.012, 61.122]']",class__1.0,0.016,1.0,0.569,0.016
"['flow_Link_13__flow_Link_13__(-226.80100000000002, 187.2]', 'pressure_Node_10__pressure_Node_10__(61.122, 63.248]']",class__0.0,0.0,0.0,0.0,0.0
"['flow_Link_13__flow_Link_13__(-226.80100000000002, 187.2]', 'pressure_Node_10__pressure_Node_10__(63.248, 64.84]']",class__0.0,0.0,0.0,0.0,0.0
"['flow_Link_13__flow_Link_13__(187.2, 237.6]', 'pressure_Node_10__pressure_Node_10__(48.012, 61.122]']",class__0.0,0.0,0.0,0.0,0.0
"['flow_Link_13__flow_Link_13__(187.2, 237.6]', 'pressure_Node_10__pressure_Node_10__(61.122, 63.248]']",class__0.0,0.0,0.0,0.0,0.0
"['flow_Link_13__flow_Link_13__(187.2, 237.6]', 'pressure_Node_10__pressure_Node_10__(63.248, 64.84]']",class__0.0,0.037,1.0,0.457,0.037
"['flow_Link_13__flow_Link_13__(187.2, 237.6]', 'pressure_Node_10__pressure_Node_10__(64.84, 66.914]']",class__0.0,0.108,0.775,0.322,0.139
"['flow_Link_13__flow_Link_13__(237.6, 277.2]', 'pressure_Node_10__pressure_Node_10__(48.012, 61.122]']",class__1.0,0.0,0.0,0.0,0.0
"['flow_Link_13__flow_Link_13__(237.6, 277.2]', 'pressure_Node_10__pressure_Node_10__(61.122, 63.248]']",class__0.0,0.031,1.0,0.454,0.031
"['flow_Link_13__flow_Link_13__(237.6, 277.2]', 'pressure_Node_10__pressure_Node_10__(63.248, 64.84]']",class__0.0,0.117,0.983,0.488,0.119
"['flow_Link_13__flow_Link_13__(237.6, 277.2]', 'pressure_Node_10__pressure_Node_10__(64.84, 66.914]']",class__0.0,0.003,0.086,-0.851,0.034
"['flow_Link_13__flow_Link_13__(277.2, 356.4]', 'pressure_Node_10__pressure_Node_10__(48.012, 61.122]']",class__1.0,0.002,0.081,-0.818,0.02
"['flow_Link_13__flow_Link_13__(277.2, 356.4]', 'pressure_Node_10__pressure_Node_10__(61.122, 63.248]']",class__0.0,0.063,0.467,-0.188,0.136
"['flow_Link_13__flow_Link_13__(277.2, 356.4]', 'pressure_Node_10__pressure_Node_10__(63.248, 64.84]']",class__0.0,0.003,0.071,-0.878,0.042
"['flow_Link_13__flow_Link_13__(-226.80100000000002, 187.2]', 'demand_Node_24__demand_Node_24__(154.8, 219.6]']",class__0.0,0.051,0.909,0.407,0.056
"['flow_Link_13__flow_Link_13__(-226.80100000000002, 187.2]', 'demand_Node_24__demand_Node_24__(219.6, 248.4]']",class__0.0,0.0,0.037,-0.934,0.004
"['flow_Link_13__flow_Link_13__(-226.80100000000002, 187.2]', 'demand_Node_24__demand_Node_24__(248.4, 280.8]']",class__0.0,0.0,0.0,-1.0,0.002
"['flow_Link_13__flow_Link_13__(187.2, 237.6]', 'demand_Node_24__demand_Node_24__(154.8, 219.6]']",class__0.0,0.074,0.958,0.45,0.077
"['flow_Link_13__flow_Link_13__(187.2, 237.6]', 'demand_Node_24__demand_Node_24__(219.6, 248.4]']",class__0.0,0.066,1.0,0.471,0.066
"['flow_Link_13__flow_Link_13__(187.2, 237.6]', 'demand_Node_24__demand_Node_24__(248.4, 280.8]']",class__0.0,0.005,1.0,0.442,0.005
"['flow_Link_13__flow_Link_13__(187.2, 237.6]', 'demand_Node_24__demand_Node_24__(280.8, 439.2]']",class__0.0,0.0,0.0,0.0,0.0
"['flow_Link_13__flow_Link_13__(237.6, 277.2]', 'demand_Node_24__demand_Node_24__(154.8, 219.6]']",class__0.0,0.004,0.11,-0.809,0.033
"['flow_Link_13__flow_Link_13__(237.6, 277.2]', 'demand_Node_24__demand_Node_24__(219.6, 248.4]']",class__0.0,0.061,1.0,0.468,0.061
"['flow_Link_13__flow_Link_13__(237.6, 277.2]', 'demand_Node_24__demand_Node_24__(248.4, 280.8]']",class__0.0,0.077,1.0,0.477,0.077
"['flow_Link_13__flow_Link_13__(277.2, 356.4]', 'demand_Node_24__demand_Node_24__(154.8, 219.6]']",class__0.0,0.0,0.0,-1.0,0.038
"['flow_Link_13__flow_Link_13__(277.2, 356.4]', 'demand_Node_24__demand_Node_24__(219.6, 248.4]']",class__0.0,0.002,0.038,-0.935,0.054
"['flow_Link_13__flow_Link_13__(277.2, 356.4]', 'demand_Node_24__demand_Node_24__(248.4, 280.8]']",class__0.0,0.028,0.521,-0.074,0.053
"['flow_Link_13__flow_Link_13__(277.2, 356.4]', 'demand_Node_24__demand_Node_24__(280.8, 439.2]']",class__0.0,0.055,0.977,0.452,0.056
"['flow_Link_13__flow_Link_13__(-226.80100000000002, 187.2]', 'demand_Node_9__demand_Node_9__(100.8, 140.4]']",class__0.0,0.051,0.911,0.408,0.056
"['flow_Link_13__flow_Link_13__(-226.80100000000002, 187.2]', 'demand_Node_9__demand_Node_9__(140.4, 158.4]']",class__0.0,0.0,0.03,-0.947,0.005
"['flow_Link_13__flow_Link_13__(-226.80100000000002, 187.2]', 'demand_Node_9__demand_Node_9__(158.4, 176.4]']",class__0.0,0.0,0.0,-1.0,0.001
"['flow_Link_13__flow_Link_13__(187.2, 237.6]', 'demand_Node_9__demand_Node_9__(100.8, 140.4]']",class__0.0,0.082,0.934,0.439,0.088
"['flow_Link_13__flow_Link_13__(187.2, 237.6]', 'demand_Node_9__demand_Node_9__(140.4, 158.4]']",class__0.0,0.055,1.0,0.466,0.055
"['flow_Link_13__flow_Link_13__(187.2, 237.6]', 'demand_Node_9__demand_Node_9__(158.4, 176.4]']",class__0.0,0.007,1.0,0.443,0.007
"['flow_Link_13__flow_Link_13__(187.2, 237.6]', 'demand_Node_9__demand_Node_9__(176.4, 266.4]']",class__0.0,0.0,1.0,0.44,0.0
"['flow_Link_13__flow_Link_13__(237.6, 277.2]', 'demand_Node_9__demand_Node_9__(100.8, 140.4]']",class__0.0,0.009,0.237,-0.586,0.038
"['flow_Link_13__flow_Link_13__(237.6, 277.2]', 'demand_Node_9__demand_Node_9__(140.4, 158.4]']",class__0.0,0.065,0.999,0.47,0.065
"['flow_Link_13__flow_Link_13__(237.6, 277.2]', 'demand_Node_9__demand_Node_9__(158.4, 176.4]']",class__0.0,0.065,1.0,0.47,0.065
"['flow_Link_13__flow_Link_13__(237.6, 277.2]', 'demand_Node_9__demand_Node_9__(176.4, 266.4]']",class__0.0,0.012,1.0,0.445,0.012
"['flow_Link_13__flow_Link_13__(277.2, 356.4]', 'demand_Node_9__demand_Node_9__(100.8, 140.4]']",class__0.0,0.0,0.0,-1.0,0.039
"['flow_Link_13__flow_Link_13__(277.2, 356.4]', 'demand_Node_9__demand_Node_9__(140.4, 158.4]']",class__0.0,0.005,0.097,-0.835,0.055
"['flow_Link_13__flow_Link_13__(277.2, 356.4]', 'demand_Node_9__demand_Node_9__(158.4, 176.4]']",class__0.0,0.034,0.578,0.032,0.06
"['flow_Link_13__flow_Link_13__(277.2, 356.4]', 'demand_Node_9__demand_Node_9__(176.4, 266.4]']",class__0.0,0.045,0.955,0.434,0.047
"['flow_Link_17__flow_Link_17__(-446.4, -342.0]', 'demand_Node_7__demand_Node_7__(280.8, 381.6]']",class__0.0,0.086,0.739,0.274,0.116
"['flow_Link_17__flow_Link_17__(-446.4, -342.0]', 'demand_Node_7__demand_Node_7__(381.6, 435.6]']",class__0.0,0.041,0.998,0.457,0.041
"['flow_Link_17__flow_Link_17__(-446.4, -342.0]', 'demand_Node_7__demand_Node_7__(435.6, 486.0]']",class__0.0,0.0,1.0,0.44,0.0
"['flow_Link_17__flow_Link_17__(-446.4, -342.0]', 'demand_Node_7__demand_Node_7__(486.0, 720.0]']",class__0.0,0.0,0.0,0.0,0.0
"['flow_Link_17__flow_Link_17__(-522.0, -446.4]', 'demand_Node_7__demand_Node_7__(280.8, 381.6]']",class__0.0,0.01,0.238,-0.586,0.041
"['flow_Link_17__flow_Link_17__(-522.0, -446.4]', 'demand_Node_7__demand_Node_7__(381.6, 435.6]']",class__0.0,0.088,0.927,0.437,0.095
"['flow_Link_17__flow_Link_17__(-522.0, -446.4]', 'demand_Node_7__demand_Node_7__(435.6, 486.0]']",class__0.0,0.064,0.999,0.469,0.064
"['flow_Link_17__flow_Link_17__(-522.0, -446.4]', 'demand_Node_7__demand_Node_7__(486.0, 720.0]']",class__0.0,0.004,1.0,0.442,0.004
"['flow_Link_17__flow_Link_17__(-612.0, -522.0]', 'demand_Node_7__demand_Node_7__(280.8, 381.6]']",class__0.0,0.0,0.0,-1.0,0.014
"['flow_Link_17__flow_Link_17__(-612.0, -522.0]', 'demand_Node_7__demand_Node_7__(381.6, 435.6]']",class__0.0,0.005,0.079,-0.867,0.062
"['flow_Link_17__flow_Link_17__(-612.0, -522.0]', 'demand_Node_7__demand_Node_7__(435.6, 486.0]']",class__0.0,0.041,0.559,-0.003,0.073
"['flow_Link_17__flow_Link_17__(-612.0, -522.0]', 'demand_Node_7__demand_Node_7__(486.0, 720.0]']",class__0.0,0.045,0.935,0.421,0.049
"['flow_Link_17__flow_Link_17__(-446.4, -342.0]', 'pressure_Node_20__pressure_Node_20__(63.33, 64.853]']",class__0.0,0.0,0.0,-1.0,0.051
"['flow_Link_17__flow_Link_17__(-446.4, -342.0]', 'pressure_Node_20__pressure_Node_20__(64.853, 66.435]']",class__0.0,0.088,0.988,0.476,0.089
"['flow_Link_17__flow_Link_17__(-522.0, -446.4]', 'pressure_Node_20__pressure_Node_20__(59.218, 63.33]']",class__0.0,0.0,0.0,-1.0,0.037
"['flow_Link_17__flow_Link_17__(-522.0, -446.4]', 'pressure_Node_20__pressure_Node_20__(63.33, 64.853]']",class__0.0,0.087,0.993,0.477,0.088
"['flow_Link_17__flow_Link_17__(-522.0, -446.4]', 'pressure_Node_20__pressure_Node_20__(64.853, 66.435]']",class__0.0,0.079,0.988,0.471,0.08
"['flow_Link_17__flow_Link_17__(-612.0, -522.0]', 'pressure_Node_20__pressure_Node_20__(59.218, 63.33]']",class__0.0,0.039,0.316,-0.469,0.124
"['flow_Link_17__flow_Link_17__(-612.0, -522.0]', 'pressure_Node_20__pressure_Node_20__(63.33, 64.853]']",class__0.0,0.052,0.959,0.44,0.054
"['flow_Link_17__flow_Link_17__(-446.4, -342.0]', 'flow_Link_9__flow_Link_9__(1076.4, 1227.6]']",class__0.0,0.0,0.0,0.0,0.0
"['flow_Link_17__flow_Link_17__(-446.4, -342.0]', 'flow_Link_9__flow_Link_9__(1227.6, 3358.8]']",class__1.0,0.003,1.0,0.562,0.003
"['flow_Link_17__flow_Link_17__(-446.4, -342.0]', 'flow_Link_9__flow_Link_9__(655.2, 936.0]']",class__0.0,0.111,0.739,0.285,0.15
"['flow_Link_17__flow_Link_17__(-446.4, -342.0]', 'flow_Link_9__flow_Link_9__(936.0, 1076.4]']",class__0.0,0.016,1.0,0.447,0.016
"['flow_Link_17__flow_Link_17__(-522.0, -446.4]', 'flow_Link_9__flow_Link_9__(1076.4, 1227.6]']",class__0.0,0.03,1.0,0.453,0.03
