antecedents,consequent,support,confidence,zhangs_metric,rule_coverage
"['flow_Link_23__(3082.32, 3733.2]', 'demand_Node_9_PatternStep_14__(-0.0002, 0.0002]']",leak_label__1.0,0.161,1.0,0.668,0.161
"['flow_Link_23__(3082.32, 3733.2]', 'demand_Node_9_PatternStep_15__(-0.0002, 0.0002]']",leak_label__1.0,0.161,1.0,0.668,0.161
"['flow_Link_23__(3082.32, 3733.2]', 'demand_Node_9_PatternStep_16__(-0.0002, 0.0002]']",leak_label__1.0,0.161,1.0,0.668,0.161
"['flow_Link_23__(3082.32, 3733.2]', 'demand_Node_9_PatternStep_17__(-0.0002, 0.0002]']",leak_label__1.0,0.161,1.0,0.668,0.161
"['flow_Link_23__(3082.32, 3733.2]', 'demand_Node_9_PatternStep_18__(-0.0002, 0.0002]']",leak_label__1.0,0.161,1.0,0.668,0.161
"['flow_Link_23__(3082.32, 3733.2]', 'demand_Node_9_PatternStep_19__(-0.0002, 0.0002]']",leak_label__1.0,0.161,1.0,0.668,0.161
"['flow_Link_23__(3082.32, 3733.2]', 'demand_Node_9_PatternStep_20__(-0.0002, 0.0002]']",leak_label__1.0,0.161,1.0,0.668,0.161
"['flow_Link_23__(3082.32, 3733.2]', 'demand_Node_9_PatternStep_21__(-0.0002, 0.0002]']",leak_label__1.0,0.161,1.0,0.668,0.161
"['flow_Link_23__(3082.32, 3733.2]', 'demand_Node_9_PatternStep_22__(-0.0002, 0.0002]']",leak_label__1.0,0.161,1.0,0.668,0.161
"['flow_Link_23__(3082.32, 3733.2]', 'demand_Node_9_PatternStep_23__(-0.0002, 0.0002]']",leak_label__1.0,0.161,1.0,0.668,0.161
"['flow_Link_23__(3082.32, 3733.2]', 'demand_Node_9_PatternStep_24__(-0.0002, 0.0002]']",leak_label__1.0,0.161,1.0,0.668,0.161
"['flow_Link_23__(3082.32, 3733.2]', 'demand_Node_9_PatternStep_25__(-0.0002, 0.0002]']",leak_label__1.0,0.161,1.0,0.668,0.161
"['flow_Link_23__(3082.32, 3733.2]', 'demand_Node_9_PatternStep_26__(-0.0002, 0.0002]']",leak_label__1.0,0.161,1.0,0.668,0.161
"['flow_Link_23__(3082.32, 3733.2]', 'demand_Node_9_PatternStep_27__(-0.0002, 0.0002]']",leak_label__1.0,0.161,1.0,0.668,0.161
"['flow_Link_23__(3082.32, 3733.2]', 'demand_Node_9_PatternStep_28__(-0.0002, 0.0002]']",leak_label__1.0,0.161,1.0,0.668,0.161
"['flow_Link_23__(3082.32, 3733.2]', 'demand_Node_9_PatternStep_29__(-0.0002, 0.0002]']",leak_label__1.0,0.161,1.0,0.668,0.161
"['flow_Link_23__(3082.32, 3733.2]', 'demand_Node_9_PatternStep_30__(-0.0002, 0.0002]']",leak_label__1.0,0.161,1.0,0.668,0.161
"['flow_Link_23__(3082.32, 3733.2]', 'demand_Node_9_PatternStep_31__(-0.0002, 0.0002]']",leak_label__1.0,0.161,1.0,0.668,0.161
"['flow_Link_23__(3082.32, 3733.2]', 'demand_Node_9_PatternStep_32__(-0.0002, 0.0002]']",leak_label__1.0,0.161,1.0,0.668,0.161
"['flow_Link_23__(3082.32, 3733.2]', 'demand_Node_9_PatternStep_33__(-0.0002, 0.0002]']",leak_label__1.0,0.161,1.0,0.668,0.161
"['flow_Link_23__(3082.32, 3733.2]', 'demand_Node_9_PatternStep_34__(-0.0002, 0.0002]']",leak_label__1.0,0.161,1.0,0.668,0.161
"['flow_Link_23__(3082.32, 3733.2]', 'demand_Node_9_PatternStep_35__(-0.0002, 0.0002]']",leak_label__1.0,0.161,1.0,0.668,0.161
"['flow_Link_23__(3082.32, 3733.2]', 'demand_Node_9_PatternStep_36__(-0.0002, 0.0002]']",leak_label__1.0,0.161,1.0,0.668,0.161
"['flow_Link_23__(3082.32, 3733.2]', 'demand_Node_9_PatternStep_37__(-0.0002, 0.0002]']",leak_label__1.0,0.161,1.0,0.668,0.161
"['flow_Link_23__(3082.32, 3733.2]', 'demand_Node_9_PatternStep_38__(-0.0002, 0.0002]']",leak_label__1.0,0.161,1.0,0.668,0.161
"['flow_Link_23__(3082.32, 3733.2]', 'demand_Node_9_PatternStep_39__(-0.0002, 0.0002]']",leak_label__1.0,0.161,1.0,0.668,0.161
"['flow_Link_23__(3082.32, 3733.2]', 'demand_Node_9_PatternStep_40__(-0.0002, 0.0002]']",leak_label__1.0,0.161,1.0,0.668,0.161
"['flow_Link_23__(3082.32, 3733.2]', 'demand_Node_9_PatternStep_41__(-0.0002, 0.0002]']",leak_label__1.0,0.161,1.0,0.668,0.161
"['flow_Link_23__(3082.32, 3733.2]', 'demand_Node_9_PatternStep_42__(-0.0002, 0.0002]']",leak_label__1.0,0.161,1.0,0.668,0.161
"['flow_Link_23__(3082.32, 3733.2]', 'demand_Node_9_PatternStep_43__(-0.0002, 0.0002]']",leak_label__1.0,0.161,1.0,0.668,0.161
"['flow_Link_23__(3082.32, 3733.2]', 'demand_Node_9_PatternStep_44__(-0.0002, 0.0002]']",leak_label__1.0,0.161,1.0,0.668,0.161
"['flow_Link_23__(3082.32, 3733.2]', 'demand_Node_9_PatternStep_45__(-0.0002, 0.0002]']",leak_label__1.0,0.161,1.0,0.668,0.161
"['flow_Link_23__(3082.32, 3733.2]', 'demand_Node_9_PatternStep_46__(-0.0002, 0.0002]']",leak_label__1.0,0.161,1.0,0.668,0.161
"['flow_Link_23__(3082.32, 3733.2]', 'demand_Node_9_PatternStep_47__(-0.0002, 0.0002]']",leak_label__1.0,0.161,1.0,0.668,0.161
"['flow_Link_23__(3082.32, 3733.2]', 'demand_Node_9_PatternStep_48__(-0.0002, 0.0002]']",leak_label__1.0,0.161,1.0,0.668,0.161
"['flow_Link_11__(148.37, 717.12]', 'flow_Link_29__(1202.4, 1483.2]']",leak_label__1.0,0.423,1.0,0.972,0.423
"['flow_Link_11__(148.37, 717.12]', 'flow_Link_32__(-580.183, -462.96]']",leak_label__1.0,0.423,1.0,0.972,0.423
"['demand_Node_3__(297.36, 370.08]', 'flow_Link_29__(1202.4, 1483.2]']",leak_label__1.0,0.107,1.0,0.628,0.107
"['demand_Node_3__(297.36, 370.08]', 'flow_Link_30__(-301.68, -160.56]']",leak_label__1.0,0.098,1.0,0.621,0.098
"['demand_Node_3__(297.36, 370.08]', 'flow_Link_32__(-580.183, -462.96]']",leak_label__1.0,0.107,1.0,0.628,0.107
"['demand_Node_22__(83.52, 123.84]', 'flow_Link_29__(1202.4, 1483.2]']",leak_label__1.0,0.084,1.0,0.612,0.084
"['demand_Node_22__(83.52, 123.84]', 'flow_Link_30__(-301.68, -160.56]']",leak_label__1.0,0.0,1.0,0.56,0.0
"['demand_Node_22__(83.52, 123.84]', 'flow_Link_32__(-580.183, -462.96]']",leak_label__1.0,0.084,1.0,0.612,0.084
"['flow_Link_2__(3857.04, 5672.88]', 'flow_Link_30__(-301.68, -160.56]']",leak_label__1.0,0.0,0.0,0.0,0.0
"['demand_Node_18__(249.12, 383.04]', 'flow_Link_29__(1202.4, 1483.2]']",leak_label__1.0,0.075,1.0,0.606,0.075
"['demand_Node_18__(516.96, 650.88]', 'flow_Link_29__(1202.4, 1483.2]']",leak_label__1.0,0.102,1.0,0.624,0.102
"['demand_Node_18__(249.12, 383.04]', 'flow_Link_30__(-301.68, -160.56]']",leak_label__1.0,0.0,0.0,0.0,0.0
"['demand_Node_18__(516.96, 650.88]', 'flow_Link_30__(-301.68, -160.56]']",leak_label__1.0,0.095,1.0,0.619,0.095
"['demand_Node_18__(249.12, 383.04]', 'flow_Link_32__(-580.183, -462.96]']",leak_label__1.0,0.075,1.0,0.606,0.075
"['demand_Node_18__(516.96, 650.88]', 'flow_Link_32__(-580.183, -462.96]']",leak_label__1.0,0.102,1.0,0.624,0.102
"['flow_Link_29__(1202.4, 1483.2]', 'flow_Link_30__(-301.68, -160.56]']",leak_label__1.0,0.144,1.0,0.655,0.144
"['flow_Link_29__(1202.4, 1483.2]', 'flow_Link_30__(121.68, 262.8]']",leak_label__1.0,0.0,0.0,0.0,0.0
"['flow_Link_29__(1202.4, 1483.2]', 'flow_Link_32__(-580.183, -462.96]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_24__(296.64, 367.92]']",leak_label__1.0,0.076,1.0,0.606,0.076
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_BaseDemand__(245.002, 245.1]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternMean__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStd__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_1__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_2__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_3__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_4__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_5__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_6__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_7__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_8__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_9__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_10__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_11__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_12__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_13__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_14__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_15__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_16__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_17__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_18__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_19__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_20__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_21__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_22__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_23__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_24__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_25__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_26__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_27__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_28__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_29__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_30__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_31__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_32__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_33__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_34__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_35__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_36__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_37__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_38__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_39__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_40__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_41__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_42__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_43__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_44__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_45__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_46__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_47__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_2_PatternStep_48__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'flow_Link_13_diameter__(348.15, 348.29]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'flow_Link_13_length__(853.736, 854.078]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'flow_Link_17_diameter__(481.258, 481.451]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'flow_Link_17_length__(2002.388, 2003.189]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_BaseDemand__(396.552, 396.71]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternMean__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStd__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_1__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_2__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_3__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_4__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_5__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_6__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_7__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_8__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_9__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_10__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_11__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_12__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_13__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_14__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_15__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_16__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_17__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_18__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_19__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_20__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_21__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_22__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_23__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_24__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_25__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_26__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_27__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_28__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_29__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_30__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_31__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_32__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_33__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_34__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_35__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_36__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_37__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_38__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_39__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_40__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_41__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_42__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_43__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_44__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_45__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_46__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_47__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_7_PatternStep_48__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'pressure_Node_20_Elevation__(29.994, 30.006]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'flow_Link_9_diameter__(1055.554, 1055.976]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'flow_Link_9_length__(766.543, 766.85]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'flow_Link_26_diameter__(587.195, 587.43]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'flow_Link_26_length__(777.514, 777.825]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'flow_Link_23_diameter__(1005.833, 1006.235]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'flow_Link_23_length__(2795.416, 2796.534]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'flow_Link_11_diameter__(748.985, 749.285]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'flow_Link_11_length__(1372.654, 1373.203]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_3_BaseDemand__(235.181, 235.275]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_3_PatternMean__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_3_PatternStd__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_3_PatternStep_1__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_3_PatternStep_2__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_3_PatternStep_3__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
"['flow_Link_29__(1202.4, 1483.2]', 'demand_Node_3_PatternStep_4__(-0.0002, 0.0002]']",leak_label__1.0,0.424,1.0,0.973,0.424
