antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,f1
"{'flow_Link_29_flow_Link_29_bin0', 'flow_Link_15_flow_Link_15_bin2'}",{'leak_label=0.0'},0.5542808219178083,0.5602739726027397,0.5542808219178083,1.0,1.7848410757946211,1.0,0.24373170388440613,inf,0.9865539761813293,0.9893031784841075,1.0,0.9946515892420538,0.7132312438030186
{'flow_Link_29_flow_Link_29_bin0'},{'leak_label=0.0'},0.5755707762557077,0.5602739726027397,0.5602739726027397,0.9734232447441491,1.7374057913526377,1.0,0.23779664727591165,16.54551216520136,0.9999999999999999,0.9734232447441493,0.9395606500412114,0.9867116223720745,0.7112012751775105
{'flow_Link_29_flow_Link_29_bin0'},"{'flow_Link_15_flow_Link_15_bin2', 'leak_label=0.0'}",0.5755707762557077,0.5542808219178083,0.5542808219178083,0.9630107100357003,1.737405791352638,1.0,0.23525297898292363,12.049952256785094,0.9999999999999999,0.9630107100357003,0.9170121193271186,0.9815053550178501,0.7035936820750617
{'flow_Link_28_flow_Link_28_bin1'},"{'flow_Link_29_flow_Link_29_bin0', 'leak_label=0.0'}",0.540068493150685,0.5602739726027397,0.540068493150685,1.0,1.7848410757946211,1.0,0.23748217301557517,inf,0.9560685033507074,0.9639364303178485,1.0,0.9819682151589242,0.7013564598621304
"{'flow_Link_29_flow_Link_29_bin0', 'flow_Link_28_flow_Link_28_bin1'}",{'leak_label=0.0'},0.540068493150685,0.5602739726027397,0.540068493150685,1.0,1.7848410757946211,1.0,0.23748217301557517,inf,0.9560685033507074,0.9639364303178485,1.0,0.9819682151589242,0.7013564598621304
{'flow_Link_28_flow_Link_28_bin1'},{'leak_label=0.0'},0.540068493150685,0.5602739726027397,0.540068493150685,1.0,1.7848410757946211,1.0,0.23748217301557517,inf,0.9560685033507074,0.9639364303178485,1.0,0.9819682151589242,0.7013564598621304
"{'flow_Link_28_flow_Link_28_bin1', 'flow_Link_15_flow_Link_15_bin2'}","{'flow_Link_29_flow_Link_29_bin0', 'leak_label=0.0'}",0.5340753424657534,0.5602739726027397,0.5340753424657534,1.0,1.7848410757946211,1.0,0.23484682867329704,inf,0.9437706725468576,0.953239608801956,1.0,0.976619804400978,0.696283067306619
"{'flow_Link_29_flow_Link_29_bin0', 'flow_Link_28_flow_Link_28_bin1', 'flow_Link_15_flow_Link_15_bin2'}",{'leak_label=0.0'},0.5340753424657534,0.5602739726027397,0.5340753424657534,1.0,1.7848410757946211,1.0,0.23484682867329704,inf,0.9437706725468576,0.953239608801956,1.0,0.976619804400978,0.696283067306619
"{'flow_Link_28_flow_Link_28_bin1', 'flow_Link_15_flow_Link_15_bin2'}",{'leak_label=0.0'},0.5340753424657534,0.5602739726027397,0.5340753424657534,1.0,1.7848410757946211,1.0,0.23484682867329704,inf,0.9437706725468576,0.953239608801956,1.0,0.976619804400978,0.696283067306619
{'flow_Link_28_flow_Link_28_bin1'},"{'flow_Link_29_flow_Link_29_bin0', 'flow_Link_15_flow_Link_15_bin2', 'leak_label=0.0'}",0.540068493150685,0.5542808219178083,0.5340753424657534,0.9889029803424222,1.7841190624651668,1.0,0.23472573419027953,40.165665362034744,0.9555755240680123,0.9532396088019556,0.975103113791681,0.9762247370046988,0.6935734934400711
"{'flow_Link_29_flow_Link_29_bin0', 'flow_Link_28_flow_Link_28_bin1'}","{'flow_Link_15_flow_Link_15_bin2', 'leak_label=0.0'}",0.540068493150685,0.5542808219178083,0.5340753424657534,0.9889029803424222,1.7841190624651668,1.0,0.23472573419027953,40.165665362034744,0.9555755240680123,0.9532396088019556,0.975103113791681,0.9762247370046988,0.6935734934400711
{'flow_Link_28_flow_Link_28_bin1'},"{'flow_Link_15_flow_Link_15_bin2', 'leak_label=0.0'}",0.540068493150685,0.5542808219178083,0.5340753424657534,0.9889029803424222,1.7841190624651668,1.0,0.23472573419027953,40.165665362034744,0.9555755240680123,0.9532396088019556,0.975103113791681,0.9762247370046988,0.6935734934400711
"{'flow_Link_29_flow_Link_29_bin0', 'flow_Link_15_flow_Link_15_bin2'}","{'flow_Link_28_flow_Link_28_bin1', 'leak_label=0.0'}",0.5542808219178083,0.540068493150685,0.5340753424657534,0.9635464936669754,1.7841190624651668,1.0,0.23472573419027953,12.616934641281574,0.9860452776206996,0.9532396088019556,0.9207414456497157,0.9762247370046988,0.6872314641401344
{'flow_Link_29_flow_Link_29_bin0'},"{'flow_Link_28_flow_Link_28_bin1', 'leak_label=0.0'}",0.5755707762557077,0.540068493150685,0.540068493150685,0.9383181277270924,1.7374057913526377,1.0,0.22922085131669484,7.456510152843239,1.0,0.9383181277270927,0.8658890044401414,0.9691590638635462,0.6855528184321112
{'flow_Link_29_flow_Link_29_bin0'},"{'flow_Link_28_flow_Link_28_bin1', 'flow_Link_15_flow_Link_15_bin2', 'leak_label=0.0'}",0.5755707762557077,0.5340753424657534,0.5340753424657534,0.9279055930186434,1.737405791352638,1.0,0.22667718302370676,6.462701852235685,1.0,0.9279055930186432,0.8452659548801461,0.9639527965093218,0.6779452253296624
"{'flow_Link_29_flow_Link_29_bin0', 'flow_Link_7_flow_Link_7_bin0'}",{'leak_label=0.0'},0.5030251141552512,0.5602739726027397,0.5030251141552512,1.0,1.7848410757946211,1.0,0.221193235128542,inf,0.8848053290455957,0.8978198859005708,1.0,0.9489099429502853,0.6693502449398094
"{'flow_Link_29_flow_Link_29_bin0', 'flow_Link_15_flow_Link_15_bin2', 'flow_Link_7_flow_Link_7_bin0'}",{'leak_label=0.0'},0.5021118721461187,0.5602739726027397,0.5021118721461187,1.0,1.7848410757946211,1.0,0.22079165884781388,inf,0.8831823913791128,0.89618989405053,1.0,0.9480949470252649,0.6685412471026333
"{'flow_Link_29_flow_Link_29_bin0', 'flow_Link_7_flow_Link_7_bin0'}","{'flow_Link_15_flow_Link_15_bin2', 'leak_label=0.0'}",0.5030251141552512,0.5542808219178083,0.5021118721461187,0.998184500170203,1.8008642202638199,1.0,0.2232946984268468,245.50769477738154,0.8948360646716499,0.9043898427058702,0.9959268079116348,0.9520322150732592,0.6681350396840466
"{'flow_Link_28_flow_Link_28_bin1', 'flow_Link_7_flow_Link_7_bin0'}","{'flow_Link_29_flow_Link_29_bin0', 'leak_label=0.0'}",0.48281963470319633,0.5602739726027397,0.48281963470319633,1.0,1.7848410757946211,1.0,0.2123083599174329,inf,0.8502372806533496,0.861756316218419,1.0,0.9308781581092095,0.65121829169714
"{'flow_Link_29_flow_Link_29_bin0', 'flow_Link_28_flow_Link_28_bin1', 'flow_Link_7_flow_Link_7_bin0'}",{'leak_label=0.0'},0.48281963470319633,0.5602739726027397,0.48281963470319633,1.0,1.7848410757946211,1.0,0.2123083599174329,inf,0.8502372806533496,0.861756316218419,1.0,0.9308781581092095,0.65121829169714
"{'flow_Link_28_flow_Link_28_bin1', 'flow_Link_7_flow_Link_7_bin0'}",{'leak_label=0.0'},0.48281963470319633,0.5602739726027397,0.48281963470319633,1.0,1.7848410757946211,1.0,0.2123083599174329,inf,0.8502372806533496,0.861756316218419,1.0,0.9308781581092095,0.65121829169714
"{'flow_Link_28_flow_Link_28_bin1', 'flow_Link_15_flow_Link_15_bin2', 'flow_Link_7_flow_Link_7_bin0'}",{'leak_label=0.0'},0.48190639269406393,0.5602739726027397,0.48190639269406393,1.0,1.7848410757946211,1.0,0.21190678363670484,inf,0.8487385700121186,0.8601263243683782,1.0,0.930063162184189,0.6503870893194161
"{'flow_Link_28_flow_Link_28_bin1', 'flow_Link_15_flow_Link_15_bin2', 'flow_Link_7_flow_Link_7_bin0'}","{'flow_Link_29_flow_Link_29_bin0', 'leak_label=0.0'}",0.48190639269406393,0.5602739726027397,0.48190639269406393,1.0,1.7848410757946211,1.0,0.21190678363670484,inf,0.8487385700121186,0.8601263243683782,1.0,0.930063162184189,0.6503870893194161
"{'flow_Link_28_flow_Link_28_bin1', 'flow_Link_7_flow_Link_7_bin0'}","{'flow_Link_29_flow_Link_29_bin0', 'flow_Link_15_flow_Link_15_bin2', 'leak_label=0.0'}",0.48281963470319633,0.5542808219178083,0.48190639269406393,0.9981085234661308,1.8007271476806312,1.0,0.2142887287327203,235.6461579623315,0.859794400469645,0.8679962989616529,0.9957563492286606,0.9337674735547109,0.6499865275799684
"{'flow_Link_29_flow_Link_29_bin0', 'flow_Link_28_flow_Link_28_bin1', 'flow_Link_7_flow_Link_7_bin0'}","{'flow_Link_15_flow_Link_15_bin2', 'leak_label=0.0'}",0.48281963470319633,0.5542808219178083,0.48190639269406393,0.9981085234661308,1.8007271476806312,1.0,0.2142887287327203,235.6461579623315,0.859794400469645,0.8679962989616529,0.9957563492286606,0.9337674735547109,0.6499865275799684
"{'flow_Link_28_flow_Link_28_bin1', 'flow_Link_7_flow_Link_7_bin0'}","{'flow_Link_15_flow_Link_15_bin2', 'leak_label=0.0'}",0.48281963470319633,0.5542808219178083,0.48190639269406393,0.9981085234661308,1.8007271476806312,1.0,0.2142887287327203,235.6461579623315,0.859794400469645,0.8679962989616529,0.9957563492286606,0.9337674735547109,0.6499865275799684
"{'flow_Link_29_flow_Link_29_bin0', 'flow_Link_15_flow_Link_15_bin2'}","{'flow_Link_7_flow_Link_7_bin0', 'leak_label=0.0'}",0.5542808219178083,0.5030251141552512,0.5021118721461187,0.9058799299763155,1.80086422026382,1.0,0.2232946984268468,5.280222228050716,0.9977382014465431,0.9043898427058702,0.8106140316050359,0.9520322150732592,0.6461018691931989
"{'flow_Link_29_flow_Link_29_bin0', 'flow_Link_7_flow_Link_7_bin0'}","{'flow_Link_28_flow_Link_28_bin1', 'leak_label=0.0'}",0.5030251141552512,0.540068493150685,0.48281963470319633,0.9598320662657437,1.7772413655649788,1.0,0.21115161928441856,11.45021573407628,0.8799845566708633,0.861756316218419,0.9126654009649825,0.9269145535302508,0.6424638286560589
"{'flow_Link_29_flow_Link_29_bin0', 'flow_Link_15_flow_Link_15_bin2', 'flow_Link_7_flow_Link_7_bin0'}","{'flow_Link_28_flow_Link_28_bin1', 'leak_label=0.0'}",0.5021118721461187,0.540068493150685,0.48190639269406393,0.9597590087529839,1.777106091032792,1.0,0.21073159051104023,11.429427869359943,0.8782844364517417,0.8601263243683782,0.9125065566334424,0.926032537561865,0.6416384846297071
"{'flow_Link_29_flow_Link_29_bin0', 'flow_Link_7_flow_Link_7_bin0'}","{'flow_Link_28_flow_Link_28_bin1', 'flow_Link_15_flow_Link_15_bin2', 'leak_label=0.0'}",0.5030251141552512,0.5340753424657534,0.48190639269406393,0.9580165664359468,1.7937854273760596,1.0,0.21325308258272346,11.097821640133258,0.8904267275750923,0.8679962989616529,0.9098922263821865,0.9301678429059076,0.6412486234002962
{'flow_Link_29_flow_Link_29_bin0'},"{'flow_Link_7_flow_Link_7_bin0', 'leak_label=0.0'}",0.5755707762557077,0.5030251141552512,0.5030251141552512,0.8739587465291552,1.7374057913526377,1.0,0.21349855872479728,3.942954169046774,1.0000000000000002,0.8739587465291552,0.7463830526232684,0.9369793732645776,0.6385306477322127
{'flow_Link_29_flow_Link_29_bin0'},"{'flow_Link_7_flow_Link_7_bin0', 'flow_Link_15_flow_Link_15_bin2', 'leak_label=0.0'}",0.5755707762557077,0.5021118721461187,0.5021118721461187,0.872372074573582,1.737405791352638,1.0,0.21311095212777048,3.901090816844244,0.9999999999999999,0.872372074573582,0.7436614406201028,0.936186037286791,0.6373713954499348
"{'flow_Link_28_flow_Link_28_bin1', 'flow_Link_15_flow_Link_15_bin2'}","{'flow_Link_29_flow_Link_29_bin0', 'flow_Link_7_flow_Link_7_bin0', 'leak_label=0.0'}",0.5340753424657534,0.5030251141552512,0.48190639269406393,0.9023191193758684,1.7937854273760596,1.0,0.21325308258272346,5.087739613620697,0.9497666932495809,0.8679962989616529,0.8034490606942936,0.9301678429059076,0.6282695241284371
"{'flow_Link_29_flow_Link_29_bin0', 'flow_Link_28_flow_Link_28_bin1', 'flow_Link_15_flow_Link_15_bin2'}","{'flow_Link_7_flow_Link_7_bin0', 'leak_label=0.0'}",0.5340753424657534,0.5030251141552512,0.48190639269406393,0.9023191193758684,1.7937854273760596,1.0,0.21325308258272346,5.087739613620697,0.9497666932495809,0.8679962989616529,0.8034490606942936,0.9301678429059076,0.6282695241284371
"{'flow_Link_28_flow_Link_28_bin1', 'flow_Link_15_flow_Link_15_bin2'}","{'flow_Link_7_flow_Link_7_bin0', 'leak_label=0.0'}",0.5340753424657534,0.5030251141552512,0.48190639269406393,0.9023191193758684,1.7937854273760596,1.0,0.21325308258272346,5.087739613620697,0.9497666932495809,0.8679962989616529,0.8034490606942936,0.9301678429059076,0.6282695241284371
"{'flow_Link_29_flow_Link_29_bin0', 'flow_Link_28_flow_Link_28_bin1'}","{'flow_Link_7_flow_Link_7_bin0', 'leak_label=0.0'}",0.540068493150685,0.5030251141552512,0.48281963470319633,0.893997040794758,1.7772413655649788,1.0,0.21115161928441856,4.688311435556343,0.9508594607760247,0.861756316218419,0.7867035896088388,0.9269145535302508,0.6270105996590319
{'flow_Link_28_flow_Link_28_bin1'},"{'flow_Link_29_flow_Link_29_bin0', 'flow_Link_7_flow_Link_7_bin0', 'leak_label=0.0'}",0.540068493150685,0.5030251141552512,0.48281963470319633,0.893997040794758,1.7772413655649788,1.0,0.21115161928441856,4.688311435556343,0.9508594607760247,0.861756316218419,0.7867035896088388,0.9269145535302508,0.6270105996590319
{'flow_Link_28_flow_Link_28_bin1'},"{'flow_Link_7_flow_Link_7_bin0', 'leak_label=0.0'}",0.540068493150685,0.5030251141552512,0.48281963470319633,0.893997040794758,1.7772413655649788,1.0,0.21115161928441856,4.688311435556343,0.9508594607760247,0.861756316218419,0.7867035896088388,0.9269145535302508,0.6270105996590319
{'flow_Link_28_flow_Link_28_bin1'},"{'flow_Link_29_flow_Link_29_bin0', 'flow_Link_7_flow_Link_7_bin0', 'flow_Link_15_flow_Link_15_bin2', 'leak_label=0.0'}",0.540068493150685,0.5021118721461187,0.48190639269406393,0.8923060663707462,1.777106091032792,1.0,0.21073159051104023,4.623177100837513,0.9507663364567563,0.8601263243683782,0.7836985306449011,0.926032537561865,0.6258246238232896
{'flow_Link_28_flow_Link_28_bin1'},"{'flow_Link_7_flow_Link_7_bin0', 'flow_Link_15_flow_Link_15_bin2', 'leak_label=0.0'}",0.540068493150685,0.5021118721461187,0.48190639269406393,0.8923060663707462,1.777106091032792,1.0,0.21073159051104023,4.623177100837513,0.9507663364567563,0.8601263243683782,0.7836985306449011,0.926032537561865,0.6258246238232896
"{'flow_Link_29_flow_Link_29_bin0', 'flow_Link_28_flow_Link_28_bin1'}","{'flow_Link_7_flow_Link_7_bin0', 'flow_Link_15_flow_Link_15_bin2', 'leak_label=0.0'}",0.540068493150685,0.5021118721461187,0.48190639269406393,0.8923060663707462,1.777106091032792,1.0,0.21073159051104023,4.623177100837513,0.9507663364567563,0.8601263243683782,0.7836985306449011,0.926032537561865,0.6258246238232896
"{'flow_Link_29_flow_Link_29_bin0', 'flow_Link_15_flow_Link_15_bin2'}","{'flow_Link_28_flow_Link_28_bin1', 'flow_Link_7_flow_Link_7_bin0', 'leak_label=0.0'}",0.5542808219178083,0.48281963470319633,0.48190639269406393,0.869426423643291,1.8007271476806312,1.0,0.2142887287327203,3.9608348007864804,0.9976433682488736,0.8679962989616529,0.747527970668851,0.9337674735547109,0.6201020895303146
"{'flow_Link_29_flow_Link_29_bin0', 'flow_Link_14_flow_Link_14_bin2'}",{'leak_label=0.0'},0.4392123287671233,0.5602739726027397,0.4392123287671233,1.0,1.7848410757946211,1.0,0.19313309251266655,inf,0.7841221374045801,0.7839242053789731,1.0,0.8919621026894866,0.6103509815585961
"{'flow_Link_28_flow_Link_28_bin1', 'flow_Link_14_flow_Link_14_bin2'}","{'flow_Link_29_flow_Link_29_bin0', 'leak_label=0.0'}",0.43904109589041096,0.5602739726027397,0.43904109589041096,1.0,1.7848410757946211,1.0,0.19305779696003003,inf,0.7838827838827839,0.7836185819070906,1.0,0.8918092909535453,0.6101856258924322
"{'flow_Link_29_flow_Link_29_bin0', 'flow_Link_28_flow_Link_28_bin1', 'flow_Link_14_flow_Link_14_bin2'}",{'leak_label=0.0'},0.43904109589041096,0.5602739726027397,0.43904109589041096,1.0,1.7848410757946211,1.0,0.19305779696003003,inf,0.7838827838827839,0.7836185819070906,1.0,0.8918092909535453,0.6101856258924322
"{'flow_Link_28_flow_Link_28_bin1', 'flow_Link_14_flow_Link_14_bin2'}",{'leak_label=0.0'},0.43904109589041096,0.5602739726027397,0.43904109589041096,1.0,1.7848410757946211,1.0,0.19305779696003003,inf,0.7838827838827839,0.7836185819070906,1.0,0.8918092909535453,0.6101856258924322
"{'flow_Link_29_flow_Link_29_bin0', 'flow_Link_14_flow_Link_14_bin2'}","{'flow_Link_28_flow_Link_28_bin1', 'leak_label=0.0'}",0.4392123287671233,0.540068493150685,0.43904109589041096,0.9996101364522417,1.8508951163224767,1.0,0.20183635531994745,1179.7243150685267,0.8197770658917959,0.8126782884310618,0.9991523443339879,0.9062730453979662,0.6101130279595479
"{'flow_Link_29_flow_Link_29_bin0', 'flow_Link_14_flow_Link_14_bin2', 'flow_Link_15_flow_Link_15_bin2'}",{'leak_label=0.0'},0.4338470319634703,0.5602739726027397,0.4338470319634703,1.0,1.7848410757946211,1.0,0.190773831863389,inf,0.7766911987095473,0.7743480032599837,1.0,0.8871740016299918,0.605151068826878
"{'flow_Link_28_flow_Link_28_bin1', 'flow_Link_14_flow_Link_14_bin2', 'flow_Link_15_flow_Link_15_bin2'}","{'flow_Link_29_flow_Link_29_bin0', 'leak_label=0.0'}",0.433675799086758,0.5602739726027397,0.433675799086758,1.0,1.7848410757946211,1.0,0.1906985363107525,inf,0.7764563596049184,0.7740423797881012,1.0,0.8870211898940505,0.6049844732860896
"{'flow_Link_28_flow_Link_28_bin1', 'flow_Link_14_flow_Link_14_bin2', 'flow_Link_15_flow_Link_15_bin2'}",{'leak_label=0.0'},0.433675799086758,0.5602739726027397,0.433675799086758,1.0,1.7848410757946211,1.0,0.1906985363107525,inf,0.7764563596049184,0.7740423797881012,1.0,0.8870211898940505,0.6049844732860896
"{'flow_Link_29_flow_Link_29_bin0', 'flow_Link_14_flow_Link_14_bin2', 'flow_Link_15_flow_Link_15_bin2'}","{'flow_Link_28_flow_Link_28_bin1', 'leak_label=0.0'}",0.4338470319634703,0.540068493150685,0.433675799086758,0.9996053150901199,1.850886189006436,1.0,0.19936868627634957,1165.3131278542628,0.8120036310965358,0.8027469624933968,0.9991418615511168,0.9013033973463704,0.6049122248318141
"{'flow_Link_29_flow_Link_29_bin0', 'flow_Link_14_flow_Link_14_bin2'}","{'flow_Link_15_flow_Link_15_bin2', 'leak_label=0.0'}",0.4392123287671233,0.5542808219178083,0.4338470319634703,0.9877842755035737,1.782100762725014,1.0,0.1904000613779946,36.48733058874957,0.7825858590322083,0.7752167261601222,0.9725932266388285,0.8852524507988468,0.6028951021217529
"{'flow_Link_29_flow_Link_29_bin0', 'flow_Link_28_flow_Link_28_bin1', 'flow_Link_14_flow_Link_14_bin2'}","{'flow_Link_15_flow_Link_15_bin2', 'leak_label=0.0'}",0.43904109589041096,0.5542808219178083,0.433675799086758,0.9877795111804473,1.7820921672208254,1.0,0.19032373960092577,36.47310550859822,0.7823421496756585,0.7749107598164202,0.9725825375696551,0.8850956046273979,0.602728859273362
"{'flow_Link_28_flow_Link_28_bin1', 'flow_Link_14_flow_Link_14_bin2'}","{'flow_Link_15_flow_Link_15_bin2', 'leak_label=0.0'}",0.43904109589041096,0.5542808219178083,0.433675799086758,0.9877795111804473,1.7820921672208254,1.0,0.19032373960092577,36.47310550859822,0.7823421496756585,0.7749107598164202,0.9725825375696551,0.8850956046273979,0.602728859273362
"{'flow_Link_28_flow_Link_28_bin1', 'flow_Link_14_flow_Link_14_bin2'}","{'flow_Link_29_flow_Link_29_bin0', 'flow_Link_15_flow_Link_15_bin2', 'leak_label=0.0'}",0.43904109589041096,0.5542808219178083,0.433675799086758,0.9877795111804473,1.7820921672208254,1.0,0.19032373960092577,36.47310550859822,0.7823421496756585,0.7749107598164202,0.9725825375696551,0.8850956046273979,0.602728859273362
"{'flow_Link_29_flow_Link_29_bin0', 'flow_Link_14_flow_Link_14_bin2'}","{'flow_Link_28_flow_Link_28_bin1', 'flow_Link_15_flow_Link_15_bin2', 'leak_label=0.0'}",0.4392123287671233,0.5340753424657534,0.433675799086758,0.9873944119558156,1.8487923583911392,1.0,0.19910332418527557,36.96175504872223,0.8186812921841626,0.8036809815950923,0.9729450076523201,0.899703404545825,0.6026571485227049
{'flow_Link_29_flow_Link_29_bin2'},"{'leak_label=1.0', 'flow_Link_14_flow_Link_14_bin2', 'flow_Link_15_flow_Link_15_bin2', 'flow_Link_28_flow_Link_28_bin2'}",0.42442922374429226,0.42442922374429226,0.42442922374429226,1.0,2.35610543302851,1.0,0.24428905777610976,inf,1.0,1.0,1.0,1.0,0.5959288347491585
"{'flow_Link_15_flow_Link_15_bin2', 'flow_Link_28_flow_Link_28_bin2'}","{'leak_label=1.0', 'flow_Link_14_flow_Link_14_bin2', 'flow_Link_29_flow_Link_29_bin2'}",0.42442922374429226,0.42442922374429226,0.42442922374429226,1.0,2.35610543302851,1.0,0.24428905777610976,inf,1.0,1.0,1.0,1.0,0.5959288347491585
"{'flow_Link_14_flow_Link_14_bin2', 'flow_Link_15_flow_Link_15_bin2', 'flow_Link_28_flow_Link_28_bin2'}","{'leak_label=1.0', 'flow_Link_29_flow_Link_29_bin2'}",0.42442922374429226,0.42442922374429226,0.42442922374429226,1.0,2.35610543302851,1.0,0.24428905777610976,inf,1.0,1.0,1.0,1.0,0.5959288347491585
"{'flow_Link_29_flow_Link_29_bin2', 'flow_Link_15_flow_Link_15_bin2'}","{'leak_label=1.0', 'flow_Link_14_flow_Link_14_bin2', 'flow_Link_28_flow_Link_28_bin2'}",0.42442922374429226,0.42442922374429226,0.42442922374429226,1.0,2.35610543302851,1.0,0.24428905777610976,inf,1.0,1.0,1.0,1.0,0.5959288347491585
"{'flow_Link_14_flow_Link_14_bin2', 'flow_Link_29_flow_Link_29_bin2', 'flow_Link_15_flow_Link_15_bin2'}","{'leak_label=1.0', 'flow_Link_28_flow_Link_28_bin2'}",0.42442922374429226,0.42442922374429226,0.42442922374429226,1.0,2.35610543302851,1.0,0.24428905777610976,inf,1.0,1.0,1.0,1.0,0.5959288347491585
"{'flow_Link_29_flow_Link_29_bin2', 'flow_Link_28_flow_Link_28_bin2'}","{'leak_label=1.0', 'flow_Link_14_flow_Link_14_bin2', 'flow_Link_15_flow_Link_15_bin2'}",0.42442922374429226,0.42442922374429226,0.42442922374429226,1.0,2.35610543302851,1.0,0.24428905777610976,inf,1.0,1.0,1.0,1.0,0.5959288347491585
"{'flow_Link_14_flow_Link_14_bin2', 'flow_Link_28_flow_Link_28_bin2'}","{'leak_label=1.0', 'flow_Link_29_flow_Link_29_bin2', 'flow_Link_15_flow_Link_15_bin2'}",0.42442922374429226,0.42442922374429226,0.42442922374429226,1.0,2.35610543302851,1.0,0.24428905777610976,inf,1.0,1.0,1.0,1.0,0.5959288347491585
"{'flow_Link_14_flow_Link_14_bin2', 'flow_Link_29_flow_Link_29_bin2'}","{'leak_label=1.0', 'flow_Link_15_flow_Link_15_bin2', 'flow_Link_28_flow_Link_28_bin2'}",0.42442922374429226,0.42442922374429226,0.42442922374429226,1.0,2.35610543302851,1.0,0.24428905777610976,inf,1.0,1.0,1.0,1.0,0.5959288347491585
"{'flow_Link_29_flow_Link_29_bin2', 'flow_Link_15_flow_Link_15_bin2', 'flow_Link_28_flow_Link_28_bin2'}","{'leak_label=1.0', 'flow_Link_14_flow_Link_14_bin2'}",0.42442922374429226,0.42442922374429226,0.42442922374429226,1.0,2.35610543302851,1.0,0.24428905777610976,inf,1.0,1.0,1.0,1.0,0.5959288347491585
"{'flow_Link_14_flow_Link_14_bin2', 'flow_Link_29_flow_Link_29_bin2', 'flow_Link_28_flow_Link_28_bin2'}","{'leak_label=1.0', 'flow_Link_15_flow_Link_15_bin2'}",0.42442922374429226,0.42442922374429226,0.42442922374429226,1.0,2.35610543302851,1.0,0.24428905777610976,inf,1.0,1.0,1.0,1.0,0.5959288347491585
{'flow_Link_29_flow_Link_29_bin2'},"{'leak_label=1.0', 'flow_Link_28_flow_Link_28_bin2'}",0.42442922374429226,0.42442922374429226,0.42442922374429226,1.0,2.35610543302851,1.0,0.24428905777610976,inf,1.0,1.0,1.0,1.0,0.5959288347491585
"{'flow_Link_29_flow_Link_29_bin2', 'flow_Link_28_flow_Link_28_bin2'}",{'leak_label=1.0'},0.42442922374429226,0.4397260273972603,0.42442922374429226,1.0,2.2741433021806854,1.0,0.23779664727591168,inf,0.9734232447441491,0.9652128764278297,1.0,0.9826064382139148,0.5959288347491585
"{'flow_Link_14_flow_Link_14_bin2', 'flow_Link_28_flow_Link_28_bin2'}",{'leak_label=1.0'},0.42442922374429226,0.4397260273972603,0.42442922374429226,1.0,2.2741433021806854,1.0,0.23779664727591168,inf,0.9734232447441491,0.9652128764278297,1.0,0.9826064382139148,0.5959288347491585
{'flow_Link_28_flow_Link_28_bin2'},{'leak_label=1.0'},0.42442922374429226,0.4397260273972603,0.42442922374429226,1.0,2.2741433021806854,1.0,0.23779664727591168,inf,0.9734232447441491,0.9652128764278297,1.0,0.9826064382139148,0.5959288347491585
{'flow_Link_28_flow_Link_28_bin2'},"{'leak_label=1.0', 'flow_Link_14_flow_Link_14_bin2'}",0.42442922374429226,0.42442922374429226,0.42442922374429226,1.0,2.35610543302851,1.0,0.24428905777610976,inf,1.0,1.0,1.0,1.0,0.5959288347491585
"{'flow_Link_14_flow_Link_14_bin2', 'flow_Link_29_flow_Link_29_bin2', 'flow_Link_28_flow_Link_28_bin2'}",{'leak_label=1.0'},0.42442922374429226,0.4397260273972603,0.42442922374429226,1.0,2.2741433021806854,1.0,0.23779664727591168,inf,0.9734232447441491,0.9652128764278297,1.0,0.9826064382139148,0.5959288347491585
"{'flow_Link_14_flow_Link_14_bin2', 'flow_Link_29_flow_Link_29_bin2'}","{'leak_label=1.0', 'flow_Link_28_flow_Link_28_bin2'}",0.42442922374429226,0.42442922374429226,0.42442922374429226,1.0,2.35610543302851,1.0,0.24428905777610976,inf,1.0,1.0,1.0,1.0,0.5959288347491585
"{'flow_Link_14_flow_Link_14_bin2', 'flow_Link_28_flow_Link_28_bin2'}","{'leak_label=1.0', 'flow_Link_29_flow_Link_29_bin2'}",0.42442922374429226,0.42442922374429226,0.42442922374429226,1.0,2.35610543302851,1.0,0.24428905777610976,inf,1.0,1.0,1.0,1.0,0.5959288347491585
{'flow_Link_29_flow_Link_29_bin2'},"{'leak_label=1.0', 'flow_Link_14_flow_Link_14_bin2', 'flow_Link_15_flow_Link_15_bin2'}",0.42442922374429226,0.42442922374429226,0.42442922374429226,1.0,2.35610543302851,1.0,0.24428905777610976,inf,1.0,1.0,1.0,1.0,0.5959288347491585
"{'flow_Link_29_flow_Link_29_bin2', 'flow_Link_15_flow_Link_15_bin2'}","{'leak_label=1.0', 'flow_Link_14_flow_Link_14_bin2'}",0.42442922374429226,0.42442922374429226,0.42442922374429226,1.0,2.35610543302851,1.0,0.24428905777610976,inf,1.0,1.0,1.0,1.0,0.5959288347491585
"{'flow_Link_14_flow_Link_14_bin2', 'flow_Link_29_flow_Link_29_bin2'}","{'leak_label=1.0', 'flow_Link_15_flow_Link_15_bin2'}",0.42442922374429226,0.42442922374429226,0.42442922374429226,1.0,2.35610543302851,1.0,0.24428905777610976,inf,1.0,1.0,1.0,1.0,0.5959288347491585
