antecedents,consequent,support,confidence,zhangs_metric,rule_coverage
"['pressure_Node_20__(63.33, 64.853]', 'pressure_Node_6__(65.45, 67.222]']",class__0,0.0,0.0,-1.0,0.045
"['pressure_Node_8__(61.565, 63.596]', 'pressure_Node_22__(57.083, 61.352]']",class__0,0.06,0.453,-0.214,0.132
"['pressure_Node_8__(61.565, 63.596]', 'pressure_Node_22__(61.352, 63.357]']",class__0,0.035,1.0,0.456,0.035
"['pressure_Node_8__(63.596, 65.104]', 'pressure_Node_22__(57.083, 61.352]']",class__0,0.0,0.0,-1.0,0.041
"['pressure_Node_8__(65.104, 67.047]', 'pressure_Node_22__(57.083, 61.352]']",class__0,0.0,0.0,-1.0,0.003
"['pressure_Node_8__(65.104, 67.047]', 'pressure_Node_22__(61.352, 63.357]']",class__0,0.0,0.0,-1.0,0.04
"['pressure_Node_8__(65.104, 67.047]', 'pressure_Node_22__(65.191, 69.016]']",class__0,0.039,1.0,0.457,0.039
"['pressure_Node_8__(61.565, 63.596]', 'pressure_Node_23__(63.762, 65.881]']",class__0,0.0,0.0,0.0,0.0
"['pressure_Node_8__(63.596, 65.104]', 'pressure_Node_23__(63.762, 65.881]']",class__0,0.102,1.0,0.49,0.102
"['pressure_Node_8__(65.104, 67.047]', 'pressure_Node_23__(63.762, 65.881]']",class__0,0.092,1.0,0.484,0.092
"['pressure_Node_8__(61.565, 63.596]', 'pressure_Node_9__(61.222, 63.327]']",class__0,0.094,0.472,-0.189,0.199
"['pressure_Node_8__(61.565, 63.596]', 'pressure_Node_27__(59.402, 61.843]']",class__0,0.057,1.0,0.466,0.057
"['pressure_Node_8__(63.596, 65.104]', 'pressure_Node_27__(59.402, 61.843]']",class__0,0.082,1.0,0.479,0.082
"['pressure_Node_8__(65.104, 67.047]', 'pressure_Node_27__(59.402, 61.843]']",class__0,0.0,0.0,-1.0,0.043
"['pressure_Node_8__(61.565, 63.596]', 'pressure_Node_32__(61.473, 64.32]']",class__0,0.0,0.0,0.0,0.0
"['pressure_Node_8__(63.596, 65.104]', 'pressure_Node_32__(61.473, 64.32]']",class__0,0.094,1.0,0.485,0.094
"['pressure_Node_8__(65.104, 67.047]', 'pressure_Node_32__(61.473, 64.32]']",class__0,0.093,1.0,0.485,0.093
"['pressure_Node_8__(61.565, 63.596]', 'pressure_Node_26__(59.291, 61.719]']",class__0,0.06,1.0,0.468,0.06
"['pressure_Node_8__(61.565, 63.596]', 'pressure_Node_18__(64.914, 66.153]']",class__0,0.011,1.0,0.444,0.011
"['pressure_Node_8__(63.596, 65.104]', 'pressure_Node_18__(64.914, 66.153]']",class__0,0.146,0.842,0.404,0.173
"['pressure_Node_8__(65.104, 67.047]', 'pressure_Node_18__(64.914, 66.153]']",class__0,0.003,0.236,-0.582,0.011
"['pressure_Node_8__(50.484, 61.565]', 'pressure_Node_30__(48.179, 57.483]']",class__1,0.002,0.094,-0.789,0.022
"['pressure_Node_8__(50.484, 61.565]', 'pressure_Node_30__(61.222, 64.274]']",class__0,0.0,0.0,-1.0,0.002
"['pressure_Node_8__(61.565, 63.596]', 'pressure_Node_30__(57.483, 61.222]']",class__0,0.092,1.0,0.484,0.092
"['pressure_Node_8__(61.565, 63.596]', 'pressure_Node_30__(61.222, 64.274]']",class__0,0.0,0.0,0.0,0.0
"['pressure_Node_8__(63.596, 65.104]', 'pressure_Node_30__(57.483, 61.222]']",class__0,0.05,1.0,0.463,0.05
"['pressure_Node_8__(63.596, 65.104]', 'pressure_Node_30__(61.222, 64.274]']",class__0,0.107,1.0,0.492,0.107
"['pressure_Node_8__(65.104, 67.047]', 'pressure_Node_30__(57.483, 61.222]']",class__0,0.0,0.0,-1.0,0.004
"['pressure_Node_8__(65.104, 67.047]', 'pressure_Node_30__(61.222, 64.274]']",class__0,0.093,1.0,0.485,0.093
"['pressure_Node_8__(61.565, 63.596]', 'pressure_Node_24__(62.535, 64.984]']",class__0,0.0,0.0,0.0,0.0
"['pressure_Node_8__(63.596, 65.104]', 'pressure_Node_24__(62.535, 64.984]']",class__0,0.09,1.0,0.483,0.09
"['pressure_Node_8__(65.104, 67.047]', 'pressure_Node_24__(62.535, 64.984]']",class__0,0.092,1.0,0.485,0.092
"['pressure_Node_8__(61.565, 63.596]', 'pressure_Node_25__(61.795, 64.446]']",class__0,0.0,0.0,0.0,0.0
"['pressure_Node_8__(65.104, 67.047]', 'pressure_Node_25__(61.795, 64.446]']",class__0,0.093,1.0,0.485,0.093
"['pressure_Node_8__(50.484, 61.565]', 'pressure_Node_31__(61.243, 64.288]']",class__0,0.0,0.0,-1.0,0.002
"['pressure_Node_8__(61.565, 63.596]', 'pressure_Node_31__(61.243, 64.288]']",class__0,0.0,0.0,0.0,0.0
"['pressure_Node_8__(63.596, 65.104]', 'pressure_Node_31__(61.243, 64.288]']",class__0,0.107,1.0,0.492,0.107
"['pressure_Node_8__(65.104, 67.047]', 'pressure_Node_31__(61.243, 64.288]']",class__0,0.093,1.0,0.485,0.093
"['pressure_Node_8__(61.565, 63.596]', 'pressure_Node_19__(64.344, 65.895]']",class__0,0.079,0.478,-0.17,0.164
"['pressure_Node_8__(65.104, 67.047]', 'pressure_Node_19__(64.344, 65.895]']",class__0,0.0,0.0,0.0,0.0
"['pressure_Node_8__(61.565, 63.596]', 'pressure_Node_2__(69.612, 69.724]']",class__0,0.072,0.462,-0.201,0.155
"['pressure_Node_8__(65.104, 67.047]', 'pressure_Node_2__(69.612, 69.724]']",class__0,0.0,0.0,0.0,0.0
"['pressure_Node_8__(61.565, 63.596]', 'pressure_Node_14__(61.052, 63.218]']",class__0,0.012,0.98,0.434,0.012
"['pressure_Node_8__(63.596, 65.104]', 'pressure_Node_14__(61.052, 63.218]']",class__0,0.148,0.834,0.399,0.177
"['pressure_Node_8__(65.104, 67.047]', 'pressure_Node_14__(61.052, 63.218]']",class__0,0.001,0.084,-0.851,0.008
"['pressure_Node_8__(65.104, 67.047]', 'pressure_Node_14__(63.218, 65.816]']",class__0,0.127,0.686,0.224,0.185
"['pressure_Node_8__(50.484, 61.565]', 'pressure_Node_28__(29.198, 62.325]']",class__0,0.02,0.668,0.167,0.03
"['pressure_Node_8__(50.484, 61.565]', 'pressure_Node_28__(62.325, 64.995]']",class__0,0.0,0.0,-1.0,0.002
"['pressure_Node_8__(61.565, 63.596]', 'pressure_Node_28__(29.198, 62.325]']",class__0,0.095,1.0,0.486,0.095
"['pressure_Node_8__(61.565, 63.596]', 'pressure_Node_28__(62.325, 64.995]']",class__0,0.0,0.0,0.0,0.0
"['pressure_Node_8__(63.596, 65.104]', 'pressure_Node_28__(23.641, 29.198]']",class__1,0.041,1.0,0.584,0.041
"['pressure_Node_8__(63.596, 65.104]', 'pressure_Node_28__(29.198, 62.325]']",class__0,0.05,1.0,0.463,0.05
"['pressure_Node_8__(63.596, 65.104]', 'pressure_Node_28__(62.325, 64.995]']",class__0,0.107,1.0,0.492,0.107
"['pressure_Node_8__(65.104, 67.047]', 'pressure_Node_28__(23.641, 29.198]']",class__1,0.065,1.0,0.599,0.065
"['pressure_Node_8__(65.104, 67.047]', 'pressure_Node_28__(62.325, 64.995]']",class__0,0.093,1.0,0.485,0.093
"['pressure_Node_8__(50.484, 61.565]', 'pressure_Node_29__(31.34, 61.893]']",class__0,0.02,0.67,0.169,0.03
"['pressure_Node_8__(50.484, 61.565]', 'pressure_Node_29__(61.893, 64.72]']",class__0,0.0,0.0,-1.0,0.002
"['pressure_Node_8__(61.565, 63.596]', 'pressure_Node_29__(24.883, 31.34]']",class__1,0.07,1.0,0.602,0.07
"['pressure_Node_8__(61.565, 63.596]', 'pressure_Node_29__(31.34, 61.893]']",class__0,0.095,1.0,0.486,0.095
"['pressure_Node_8__(61.565, 63.596]', 'pressure_Node_29__(61.893, 64.72]']",class__0,0.0,0.0,0.0,0.0
"['pressure_Node_8__(63.596, 65.104]', 'pressure_Node_29__(24.883, 31.34]']",class__1,0.041,1.0,0.584,0.041
"['pressure_Node_8__(63.596, 65.104]', 'pressure_Node_29__(31.34, 61.893]']",class__0,0.05,1.0,0.463,0.05
"['pressure_Node_8__(63.596, 65.104]', 'pressure_Node_29__(61.893, 64.72]']",class__0,0.107,1.0,0.492,0.107
"['pressure_Node_8__(65.104, 67.047]', 'pressure_Node_29__(24.883, 31.34]']",class__1,0.065,1.0,0.599,0.065
"['pressure_Node_8__(65.104, 67.047]', 'pressure_Node_29__(61.893, 64.72]']",class__0,0.093,1.0,0.485,0.093
"['pressure_Node_8__(61.565, 63.596]', 'pressure_Node_15__(57.534, 60.977]']",class__0,0.08,0.463,-0.203,0.172
"['pressure_Node_8__(63.596, 65.104]', 'pressure_Node_15__(63.149, 65.682]']",class__0,0.011,1.0,0.445,0.011
"['pressure_Node_8__(65.104, 67.047]', 'pressure_Node_15__(57.534, 60.977]']",class__0,0.0,0.0,0.0,0.0
"['pressure_Node_8__(65.104, 67.047]', 'pressure_Node_15__(63.149, 65.682]']",class__0,0.123,0.692,0.232,0.178
"['pressure_Node_8__(61.565, 63.596]', 'pressure_Node_3__(65.474, 66.827]']",class__0,0.07,0.457,-0.21,0.152
"['pressure_Node_8__(63.596, 65.104]', 'pressure_Node_3__(65.474, 66.827]']",class__0,0.0,0.0,-1.0,0.029
"['pressure_Node_8__(65.104, 67.047]', 'pressure_Node_3__(65.474, 66.827]']",class__0,0.0,0.0,0.0,0.0
"['pressure_Node_8__(61.565, 63.596]', 'pressure_Node_17__(62.27, 64.144]']",class__0,0.01,1.0,0.444,0.01
"['pressure_Node_8__(63.596, 65.104]', 'pressure_Node_17__(62.27, 64.144]']",class__0,0.147,0.838,0.401,0.175
"['pressure_Node_8__(65.104, 67.047]', 'pressure_Node_17__(62.27, 64.144]']",class__0,0.003,0.252,-0.553,0.011
"['pressure_Node_8__(61.565, 63.596]', 'pressure_Node_16__(57.642, 61.064]']",class__0,0.078,0.481,-0.165,0.163
"['pressure_Node_8__(61.565, 63.596]', 'pressure_Node_16__(61.064, 63.215]']",class__0,0.016,1.0,0.447,0.016
"['pressure_Node_8__(65.104, 67.047]', 'pressure_Node_16__(57.642, 61.064]']",class__0,0.0,0.0,0.0,0.0
"['pressure_Node_8__(65.104, 67.047]', 'pressure_Node_16__(61.064, 63.215]']",class__0,0.0,0.026,-0.954,0.016
"['pressure_Node_8__(61.565, 63.596]', 'pressure_Node_4__(65.339, 66.449]']",class__0,0.011,0.978,0.432,0.011
"['pressure_Node_8__(65.104, 67.047]', 'pressure_Node_4__(65.339, 66.449]']",class__0,0.0,0.0,-1.0,0.008
"['pressure_Node_8__(65.104, 67.047]', 'pressure_Node_4__(66.449, 67.752]']",class__0,0.126,0.686,0.224,0.183
"['pressure_Node_8__(61.565, 63.596]', 'pressure_Node_12__(60.775, 62.962]']",class__0,0.092,0.474,-0.185,0.195
"['pressure_Node_8__(65.104, 67.047]', 'pressure_Node_12__(60.775, 62.962]']",class__0,0.0,0.0,0.0,0.0
"['pressure_Node_8__(65.104, 67.047]', 'pressure_Node_12__(64.608, 66.806]']",class__0,0.133,0.679,0.218,0.195
"['pressure_Node_8__(61.565, 63.596]', 'pressure_Node_13__(60.227, 62.492]']",class__0,0.09,0.475,-0.181,0.189
"['pressure_Node_8__(65.104, 67.047]', 'pressure_Node_13__(60.227, 62.492]']",class__0,0.0,0.0,0.0,0.0
"['pressure_Node_8__(65.104, 67.047]', 'pressure_Node_13__(64.248, 66.649]']",class__0,0.13,0.683,0.223,0.191
"['pressure_Node_8__(65.104, 67.047]', 'pressure_Node_5__(65.933, 67.476]']",class__0,0.13,0.678,0.215,0.191
"['pressure_Node_8__(65.104, 67.047]', 'pressure_Node_7__(63.931, 65.356]']",class__0,0.0,0.0,-1.0,0.001
"['pressure_Node_8__(65.104, 67.047]', 'pressure_Node_7__(65.356, 67.176]']",class__0,0.133,0.675,0.213,0.197
"['pressure_Node_8__(61.565, 63.596]', 'pressure_Node_11__(60.942, 63.105]']",class__0,0.093,0.473,-0.186,0.196
"['pressure_Node_8__(65.104, 67.047]', 'pressure_Node_11__(60.942, 63.105]']",class__0,0.0,0.0,0.0,0.0
"['pressure_Node_8__(61.565, 63.596]', 'pressure_Node_10__(61.122, 63.248]']",class__0,0.094,0.472,-0.188,0.198
"['pressure_Node_8__(63.596, 65.104]', 'pressure_Node_10__(63.248, 64.84]']",class__0,0.155,0.796,0.368,0.195
"['pressure_Node_8__(65.104, 67.047]', 'pressure_Node_10__(63.248, 64.84]']",class__0,0.001,1.0,0.44,0.001
"['pressure_Node_8__(65.104, 67.047]', 'pressure_Node_10__(64.84, 66.914]']",class__0,0.134,0.676,0.213,0.198
"['pressure_Node_8__(63.596, 65.104]', 'pressure_Node_6__(64.055, 65.45]']",class__0,0.154,0.796,0.367,0.194
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_23__(63.762, 65.881]']",class__0,0.0,0.0,0.0,0.0
"['pressure_Node_22__(61.352, 63.357]', 'pressure_Node_23__(63.762, 65.881]']",class__0,0.064,1.0,0.47,0.064
"['pressure_Node_22__(65.191, 69.016]', 'pressure_Node_23__(63.762, 65.881]']",class__0,0.0,0.094,-0.832,0.004
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_9__(61.222, 63.327]']",class__0,0.059,0.453,-0.213,0.13
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_9__(63.327, 64.9]']",class__0,0.0,0.0,-1.0,0.041
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_9__(64.9, 66.942]']",class__0,0.0,0.0,-1.0,0.004
"['pressure_Node_22__(61.352, 63.357]', 'pressure_Node_9__(61.222, 63.327]']",class__0,0.036,1.0,0.456,0.036
"['pressure_Node_22__(61.352, 63.357]', 'pressure_Node_9__(63.327, 64.9]']",class__0,0.117,0.999,0.498,0.117
"['pressure_Node_22__(65.191, 69.016]', 'pressure_Node_9__(64.9, 66.942]']",class__0,0.039,1.0,0.458,0.039
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_27__(59.402, 61.843]']",class__0,0.022,1.0,0.45,0.022
"['pressure_Node_22__(61.352, 63.357]', 'pressure_Node_27__(59.402, 61.843]']",class__0,0.117,0.832,0.38,0.14
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_32__(61.473, 64.32]']",class__0,0.0,0.0,0.0,0.0
"['pressure_Node_22__(61.352, 63.357]', 'pressure_Node_32__(61.473, 64.32]']",class__0,0.055,0.996,0.463,0.056
"['pressure_Node_22__(65.191, 69.016]', 'pressure_Node_32__(61.473, 64.32]']",class__0,0.0,0.118,-0.791,0.004
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_26__(52.355, 59.291]']",class__0,0.051,0.305,-0.501,0.168
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_26__(59.291, 61.719]']",class__0,0.026,0.987,0.444,0.026
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_26__(61.719, 64.371]']",class__0,0.0,0.0,0.0,0.0
"['pressure_Node_22__(65.191, 69.016]', 'pressure_Node_26__(61.719, 64.371]']",class__0,0.0,0.113,-0.799,0.004
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_18__(63.104, 64.914]']",class__0,0.064,0.419,-0.284,0.152
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_18__(64.914, 66.153]']",class__0,0.0,0.013,-0.977,0.03
"['pressure_Node_22__(61.352, 63.357]', 'pressure_Node_18__(64.914, 66.153]']",class__0,0.126,0.953,0.475,0.133
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_30__(57.483, 61.222]']",class__0,0.058,0.931,0.424,0.062
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_30__(61.222, 64.274]']",class__0,0.0,0.0,0.0,0.0
"['pressure_Node_22__(61.352, 63.357]', 'pressure_Node_30__(57.483, 61.222]']",class__0,0.085,0.958,0.455,0.088
"['pressure_Node_22__(61.352, 63.357]', 'pressure_Node_30__(61.222, 64.274]']",class__0,0.068,0.993,0.468,0.068
"['pressure_Node_22__(63.357, 65.191]', 'pressure_Node_30__(48.179, 57.483]']",class__1,0.019,1.0,0.571,0.019
"['pressure_Node_22__(63.357, 65.191]', 'pressure_Node_30__(61.222, 64.274]']",class__0,0.131,0.989,0.5,0.132
"['pressure_Node_22__(65.191, 69.016]', 'pressure_Node_30__(61.222, 64.274]']",class__0,0.0,0.857,0.347,0.001
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_24__(62.535, 64.984]']",class__0,0.0,0.0,0.0,0.0
"['pressure_Node_22__(61.352, 63.357]', 'pressure_Node_24__(62.535, 64.984]']",class__0,0.051,0.998,0.463,0.051
"['pressure_Node_22__(65.191, 69.016]', 'pressure_Node_24__(62.535, 64.984]']",class__0,0.0,0.096,-0.829,0.004
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_25__(52.373, 59.411]']",class__0,0.05,0.3,-0.511,0.166
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_25__(59.411, 61.795]']",class__0,0.027,0.965,0.432,0.028
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_25__(61.795, 64.446]']",class__0,0.0,0.0,0.0,0.0
"['pressure_Node_22__(65.191, 69.016]', 'pressure_Node_25__(61.795, 64.446]']",class__0,0.0,0.115,-0.795,0.004
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_31__(61.243, 64.288]']",class__0,0.0,0.0,0.0,0.0
"['pressure_Node_22__(61.352, 63.357]', 'pressure_Node_31__(61.243, 64.288]']",class__0,0.068,0.993,0.468,0.068
"['pressure_Node_22__(63.357, 65.191]', 'pressure_Node_31__(61.243, 64.288]']",class__0,0.131,0.989,0.5,0.132
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_19__(64.344, 65.895]']",class__0,0.068,0.421,-0.282,0.161
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_19__(65.895, 66.888]']",class__0,0.001,0.026,-0.954,0.025
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_2__(69.612, 69.724]']",class__0,0.072,0.418,-0.291,0.172
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_2__(69.724, 69.791]']",class__0,0.001,0.052,-0.908,0.017
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_2__(69.791, 69.855]']",class__0,0.0,0.0,0.0,0.0
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_14__(61.052, 63.218]']",class__0,0.001,0.022,-0.961,0.033
"['pressure_Node_22__(61.352, 63.357]', 'pressure_Node_14__(61.052, 63.218]']",class__0,0.129,0.966,0.485,0.134
"['pressure_Node_22__(61.352, 63.357]', 'pressure_Node_14__(63.218, 65.816]']",class__0,0.0,0.0,-1.0,0.036
"['pressure_Node_22__(65.191, 69.016]', 'pressure_Node_14__(61.052, 63.218]']",class__0,0.0,0.0,-1.0,0.001
"['pressure_Node_22__(65.191, 69.016]', 'pressure_Node_14__(63.218, 65.816]']",class__0,0.031,1.0,0.454,0.031
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_28__(23.641, 29.198]']",class__1,0.11,1.0,0.63,0.11
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_28__(29.198, 62.325]']",class__0,0.077,0.926,0.431,0.083
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_28__(62.325, 64.995]']",class__0,0.0,0.0,0.0,0.0
"['pressure_Node_22__(61.352, 63.357]', 'pressure_Node_28__(23.641, 29.198]']",class__1,0.04,1.0,0.584,0.04
"['pressure_Node_22__(61.352, 63.357]', 'pressure_Node_28__(29.198, 62.325]']",class__0,0.085,0.958,0.456,0.088
"['pressure_Node_22__(61.352, 63.357]', 'pressure_Node_28__(62.325, 64.995]']",class__0,0.068,0.992,0.467,0.069
"['pressure_Node_22__(63.357, 65.191]', 'pressure_Node_28__(23.641, 29.198]']",class__1,0.045,1.0,0.586,0.045
"['pressure_Node_22__(63.357, 65.191]', 'pressure_Node_28__(29.198, 62.325]']",class__0,0.0,0.0,-1.0,0.021
"['pressure_Node_22__(63.357, 65.191]', 'pressure_Node_28__(62.325, 64.995]']",class__0,0.131,0.989,0.5,0.132
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_29__(24.883, 31.34]']",class__1,0.11,1.0,0.63,0.11
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_29__(31.34, 61.893]']",class__0,0.077,0.926,0.431,0.083
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_29__(61.893, 64.72]']",class__0,0.0,0.0,0.0,0.0
"['pressure_Node_22__(61.352, 63.357]', 'pressure_Node_29__(24.883, 31.34]']",class__1,0.04,1.0,0.584,0.04
"['pressure_Node_22__(61.352, 63.357]', 'pressure_Node_29__(31.34, 61.893]']",class__0,0.085,0.959,0.456,0.088
"['pressure_Node_22__(61.352, 63.357]', 'pressure_Node_29__(61.893, 64.72]']",class__0,0.068,0.991,0.466,0.069
"['pressure_Node_22__(63.357, 65.191]', 'pressure_Node_29__(24.883, 31.34]']",class__1,0.045,1.0,0.586,0.045
"['pressure_Node_22__(63.357, 65.191]', 'pressure_Node_29__(31.34, 61.893]']",class__0,0.0,0.0,-1.0,0.02
"['pressure_Node_22__(63.357, 65.191]', 'pressure_Node_29__(61.893, 64.72]']",class__0,0.131,0.989,0.5,0.133
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_15__(57.534, 60.977]']",class__0,0.068,0.431,-0.262,0.157
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_15__(63.149, 65.682]']",class__0,0.0,0.0,0.0,0.0
"['pressure_Node_22__(61.352, 63.357]', 'pressure_Node_15__(57.534, 60.977]']",class__0,0.02,1.0,0.449,0.02
"['pressure_Node_22__(61.352, 63.357]', 'pressure_Node_15__(63.149, 65.682]']",class__0,0.0,0.0,-1.0,0.032
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_3__(65.474, 66.827]']",class__0,0.073,0.419,-0.291,0.174
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_3__(66.827, 67.591]']",class__0,0.001,0.056,-0.901,0.016
"['pressure_Node_22__(61.352, 63.357]', 'pressure_Node_3__(65.474, 66.827]']",class__0,0.011,0.734,0.241,0.014
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_1__nan']",class__0,0.077,0.386,-0.36,0.199
"['pressure_Node_22__(65.191, 69.016]', 'pressure_Node_1__nan']",class__0,0.193,0.963,0.523,0.2
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_17__(62.27, 64.144]']",class__0,0.0,0.01,-0.982,0.031
"['pressure_Node_22__(61.352, 63.357]', 'pressure_Node_17__(62.27, 64.144]']",class__0,0.126,0.959,0.479,0.132
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_16__(57.642, 61.064]']",class__0,0.069,0.422,-0.282,0.163
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_16__(61.064, 63.215]']",class__0,0.0,0.02,-0.965,0.024
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_4__(63.699, 65.339]']",class__0,0.065,0.437,-0.249,0.149
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_4__(65.339, 66.449]']",class__0,0.001,0.02,-0.966,0.033
"['pressure_Node_22__(61.352, 63.357]', 'pressure_Node_4__(66.449, 67.752]']",class__0,0.0,0.0,-1.0,0.035
"['pressure_Node_22__(65.191, 69.016]', 'pressure_Node_4__(66.449, 67.752]']",class__0,0.029,1.0,0.453,0.029
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_12__(60.775, 62.962]']",class__0,0.057,0.456,-0.207,0.126
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_12__(62.962, 64.608]']",class__0,0.0,0.0,-1.0,0.042
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_12__(64.608, 66.806]']",class__0,0.0,0.0,-1.0,0.005
"['pressure_Node_22__(61.352, 63.357]', 'pressure_Node_12__(60.775, 62.962]']",class__0,0.038,1.0,0.457,0.038
"['pressure_Node_22__(61.352, 63.357]', 'pressure_Node_12__(62.962, 64.608]']",class__0,0.114,0.999,0.496,0.114
"['pressure_Node_22__(65.191, 69.016]', 'pressure_Node_12__(64.608, 66.806]']",class__0,0.041,1.0,0.459,0.041
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_13__(60.227, 62.492]']",class__0,0.055,0.457,-0.204,0.121
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_13__(62.492, 64.248]']",class__0,0.0,0.002,-0.997,0.044
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_13__(64.248, 66.649]']",class__0,0.0,0.0,-1.0,0.007
"['pressure_Node_22__(61.352, 63.357]', 'pressure_Node_13__(60.227, 62.492]']",class__0,0.041,1.0,0.459,0.041
"['pressure_Node_22__(61.352, 63.357]', 'pressure_Node_13__(62.492, 64.248]']",class__0,0.111,0.999,0.494,0.112
"['pressure_Node_22__(65.191, 69.016]', 'pressure_Node_13__(64.248, 66.649]']",class__0,0.043,1.0,0.46,0.043
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_5__(64.672, 65.933]']",class__0,0.0,0.009,-0.985,0.038
"['pressure_Node_22__(61.352, 63.357]', 'pressure_Node_5__(65.933, 67.476]']",class__0,0.0,0.0,-1.0,0.039
"['pressure_Node_22__(65.191, 69.016]', 'pressure_Node_5__(65.933, 67.476]']",class__0,0.034,1.0,0.455,0.034
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_7__(61.997, 63.931]']",class__0,0.061,0.452,-0.217,0.134
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_7__(63.931, 65.356]']",class__0,0.0,0.006,-0.99,0.041
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_7__(65.356, 67.176]']",class__0,0.0,0.0,-1.0,0.002
"['pressure_Node_22__(61.352, 63.357]', 'pressure_Node_7__(63.931, 65.356]']",class__0,0.119,0.997,0.497,0.119
"['pressure_Node_22__(65.191, 69.016]', 'pressure_Node_7__(65.356, 67.176]']",class__0,0.037,1.0,0.457,0.037
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_11__(60.942, 63.105]']",class__0,0.058,0.455,-0.209,0.128
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_11__(63.105, 64.718]']",class__0,0.0,0.0,-1.0,0.042
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_11__(64.718, 66.857]']",class__0,0.0,0.0,-1.0,0.005
"['pressure_Node_22__(61.352, 63.357]', 'pressure_Node_11__(60.942, 63.105]']",class__0,0.037,1.0,0.457,0.037
"['pressure_Node_22__(61.352, 63.357]', 'pressure_Node_11__(63.105, 64.718]']",class__0,0.116,0.999,0.497,0.116
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_10__(61.122, 63.248]']",class__0,0.059,0.454,-0.212,0.129
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_10__(63.248, 64.84]']",class__0,0.0,0.0,-1.0,0.041
"['pressure_Node_22__(57.083, 61.352]', 'pressure_Node_10__(64.84, 66.914]']",class__0,0.0,0.0,-1.0,0.004
"['pressure_Node_22__(61.352, 63.357]', 'pressure_Node_10__(61.122, 63.248]']",class__0,0.036,1.0,0.456,0.036
"['pressure_Node_22__(61.352, 63.357]', 'pressure_Node_10__(63.248, 64.84]']",class__0,0.117,0.999,0.498,0.117
"['pressure_Node_22__(61.352, 63.357]', 'pressure_Node_10__(64.84, 66.914]']",class__0,0.0,0.0,-1.0,0.04
"['pressure_Node_22__(65.191, 69.016]', 'pressure_Node_10__(64.84, 66.914]']",class__0,0.04,1.0,0.458,0.04
